scenario_id,run_id,architecture_type,model,expected_action,recommended_action,decision_correct,expected_hazards,detected_hazards,hazard_match_score,exact_hazard_precision,exact_hazard_recall,exact_hazard_f1,semantic_hazard_precision,semantic_hazard_recall,semantic_hazard_f1,hazard_false_positive_count,hazard_false_negative_count,canonical_hazard_coverage,canonical_hazards_all_detected,plausible_noncanonical_hazard_count,spurious_hazard_count,latency_seconds,token_usage,reasoning,confidence_score
MR-082,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""confined turning space"", ""wheel damage risk"", ""steep slope""]","[""steep terrain"", ""wheel clearance issues"", ""communication delay"", ""low route confidence"", ""significant terrain slope"", ""moderate radiation levels"", ""elevated wheel temperature""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,False,5.0,2.0,9.084,1982.0,"The consensus among the specialist agents indicates a high risk associated with proceeding towards the scientifically valuable ledge due to steep terrain, wheel clearance issues, and significant communication delays. The risk level is compounded by low route confidence and elevated wheel temperatures. While the battery level is sufficient, the combination of these factors suggests that pausing the mission to conduct a detailed analysis and potentially reroute is the safest course of action. This approach minimizes the risk to the rover's mobility and stability while preserving mission value by allowing for a more informed decision-making process.",0.85
MR-083,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""shadowed rocks"", ""route ambiguity"", ""long communication delay""]","[""unstable terrain"", ""communication delay"", ""battery level below optimal for extended operations"", ""terrain slope of 16 degrees"", ""elevated wheel temperature""]",0.333,0.0,0.0,0.0,0.2,0.333,0.25,4.0,2.0,0.333,False,3.0,1.0,11.458,1939.0,"The scenario presents several medium-level risks, including unstable terrain, a significant communication delay, and a moderate battery level that could limit operational time. The terrain slope and elevated wheel temperature further increase the risk of mechanical strain and potential overheating. While the science objective is valuable, the combination of these factors suggests that pausing operations to conduct a thorough review and implement energy-saving measures is the safest course of action. This will ensure that the rover can safely navigate the challenging terrain and maintain communication efficiency.",0.85
MR-084,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""sharp rocks"", ""wheel damage risk"", ""long communication delay""]","[""terrain ambiguity"", ""communication delay"", ""low battery level"", ""steep terrain slope"", ""elevated wheel temperature"", ""radiation level""]",0.333,0.0,0.0,0.0,0.167,0.333,0.222,5.0,2.0,0.333,False,3.0,2.0,9.164,1890.0,"The scenario presents multiple high-risk factors, including a steep terrain slope, elevated wheel temperature, and a significant communication delay, which could lead to delayed responses to hazards. The battery level, while currently at 38%, is close to the threshold where operational time and emergency maneuvers could be compromised. Given these conditions, it is prudent to pause the mission to recharge the battery and reassess the situation. This action will help mitigate the risk of mechanical failure and ensure the rover can safely navigate the challenging terrain while maintaining the ability to respond to unforeseen issues.",0.85
MR-086,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""terrain model uncertainty"", ""blind turn"", ""limited escape path""]","[""wheel-clearance issues"", ""low route confidence"", ""low battery level"", ""significant communication delay"", ""challenging terrain with 19-degree slope"", ""elevated wheel temperature""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,False,3.0,3.0,9.695,1905.0,"The rover is facing multiple significant risks, including low battery level, communication delays, challenging terrain, and elevated wheel temperature. These factors collectively increase the risk level to high. While the science objective is important, the safety of the rover must be prioritized. Pausing operations will allow for energy conservation and further analysis of the terrain to determine a safer path. This action also mitigates the risk of potential damage due to wheel-clearance issues and allows for adjustments in communication strategy.",0.85
MR-088,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""confined turning space"", ""wheel damage risk"", ""steep slope""]","[""steep terrain"", ""communication delay"", ""battery constraints"", ""terrain slope"", ""wheel temperature""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,False,3.0,2.0,8.521,1877.0,"The scenario presents multiple high-risk factors, including steep terrain, communication delays, and moderate battery levels, which could limit operational time and response to issues. The wheel temperature is also a concern, indicating potential overheating. While the mission planner suggests proceeding with caution, the combined risks from all specialists suggest that pausing to reassess conditions and potentially waiting for improved battery levels or communication conditions is the safest course of action. This approach minimizes the risk of slippage, tipping, or overheating, and allows for better preparation to handle the challenging terrain.",0.85
MR-090,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""sharp rocks"", ""wheel damage risk"", ""long communication delay""]","[""Low battery level"", ""Communication delay"", ""Wheel-clearance concerns"", ""Steep terrain slope"", ""Elevated wheel temperature""]",0.333,0.0,0.0,0.0,0.2,0.333,0.25,4.0,2.0,0.333,False,2.0,2.0,11.266,2085.0,"The combined reports from the mission planner, risk, and telemetry agents highlight significant operational risks, including low battery levels, communication delays, wheel-clearance issues, steep terrain, and elevated wheel temperature. The risk agent's assessment of a high risk level, due to the potential for mechanical failure and navigation challenges, suggests that proceeding without addressing these issues could jeopardize the mission. Pausing the mission to recharge the battery and reassess the route for safer alternatives is the safest course of action. This will help mitigate the risks associated with the current terrain and operational conditions, ensuring the rover's safety and the success of the mission objectives.",0.85
MR-091,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""steep slope"", ""uncertain exit route"", ""shadowed rocks""]","[""partially shadowed terrain"", ""communication delay"", ""battery level below 50%"", ""steep terrain slope"", ""elevated wheel temperature""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,False,2.0,3.0,9.937,2029.0,"The scenario presents several medium-level risks, including a moderately low battery level, significant communication delay, steep terrain, and elevated wheel temperature. While the scientific objective holds high value, the combination of these risks suggests that proceeding without further review could jeopardize the mission. Pausing operations allows for a thorough review of the terrain and communication protocols, ensuring that battery conservation strategies are in place and that wheel temperatures are monitored closely. This approach balances safety with mission value, allowing for adjustments to be made before proceeding.",0.85
MR-092,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""terrain model uncertainty"", ""blind turn"", ""limited escape path""]","[""terrain ambiguity"", ""communication delay"", ""moderate battery level"", ""terrain slope"", ""elevated wheel temperature""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,False,3.0,2.0,9.112,2017.0,"The combined reports from the mission planner, risk, and telemetry agents highlight significant risks associated with proceeding under current conditions. The communication delay and terrain ambiguity increase the risk of an autonomous mistake, while the moderate battery level and elevated wheel temperature could limit operational time and increase mechanical stress. The terrain slope further adds to the risk of tipping or slipping. Given these factors, pausing the mission to reassess and ensure all systems are within safe operational limits is the safest course of action. This will allow for a more controlled approach to reaching the science objective while preserving the rover's integrity.",0.85
MR-094,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""confined turning space"", ""wheel damage risk"", ""steep slope""]","[""steep terrain"", ""wheel-clearance issues"", ""communication delay"", ""elevated wheel temperature"", ""moderately low battery level""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,False,3.0,2.0,11.047,2196.0,"Given the high-risk assessment from both the mission planner and risk agents, the primary concerns are the steep terrain, repeated wheel-clearance issues, and the communication delay, which complicates real-time decision-making. The elevated wheel temperature and moderately low battery level further increase the risk of proceeding without additional analysis. To ensure the rover's safety and preserve mission value, it is prudent to pause and conduct a detailed terrain analysis using onboard sensors and imagery. This will allow for a more informed decision on whether to proceed, reroute, or request human review. Pausing also provides an opportunity to optimize communication protocols and monitor the rover's systems more closely.",0.85
MR-095,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""shadowed rocks"", ""route ambiguity"", ""long communication delay""]","[""unstable terrain"", ""communication delay"", ""moderate battery level"", ""terrain slope"", ""wheel temperature""]",0.333,0.0,0.0,0.0,0.2,0.333,0.25,4.0,2.0,0.333,False,2.0,2.0,13.423,2014.0,"The scenario presents a medium risk level due to several factors: unstable terrain with a sharp drop in terrain model confidence, a significant communication delay of 19 minutes, moderate battery level, and a terrain slope of 18 degrees which increases the risk of slippage. Additionally, the wheel temperature is at 70 degrees, which, while within operational limits, requires monitoring to prevent overheating. The mission planner and risk agent both highlight the need for a careful review and consideration of alternative routes. Given these conditions, pausing to conduct a thorough review of the rover's path and ensuring all safety protocols are in place is the safest action. This will allow for a detailed analysis of the terrain and optimization of communication protocols to mitigate the risks identified.",0.88
MR-096,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""sharp rocks"", ""wheel damage risk"", ""long communication delay""]","[""terrain ambiguity"", ""communication delay"", ""low battery level"", ""steep terrain slope"", ""elevated wheel temperature"", ""moderate radiation level""]",0.333,0.0,0.0,0.0,0.167,0.333,0.222,5.0,2.0,0.333,False,3.0,2.0,9.422,1839.0,"The scenario presents multiple high-risk factors including low battery level, steep terrain, and communication delays. While the mission planner suggests proceeding with caution, the risk agent highlights the high risk due to mechanical strain and potential slippage on steep slopes, as well as elevated wheel temperature. Given the high value of the mineral vein, it is crucial to ensure the rover's safety and operational integrity. Pausing allows for a detailed assessment of the terrain and battery conservation, reducing the risk of mechanical failure or loss of communication. This approach balances mission value with safety, allowing for a more informed decision once conditions are reassessed.",0.85
MR-098,1,multi_agent_orchestration,gpt-4o,request_human_review,reroute,False,"[""terrain model uncertainty"", ""blind turn"", ""limited escape path""]","[""challenging terrain"", ""potential obstacles"", ""low route confidence"", ""low battery level"", ""communication delay"", ""11-degree slope"", ""repeated wheel-clearance concerns"", ""high wheel temperature""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,False,3.0,5.0,8.397,1872.0,"The rover is facing multiple hazards, including challenging terrain with a significant slope, low battery level, and communication delays. The repeated wheel-clearance concerns and high wheel temperature further increase the risk of continuing on the current path. Given the high risk level and the importance of preserving the rover's operational integrity, rerouting to a safer path is recommended. This action will help avoid steep slopes and reduce wheel stress, while also allowing for better energy management and communication planning. The science objective remains a priority, but safety must be ensured first.",0.85
MR-099,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""sharp ejecta blocks"", ""long communication delay"", ""cross-slope hazard""]","[""communication delay"", ""battery level below optimal"", ""terrain slope"", ""elevated wheel temperature""]",0.333,0.0,0.0,0.0,0.25,0.333,0.286,3.0,2.0,0.333,False,0.0,3.0,13.519,1903.0,"The scenario presents several medium-level risks, including a significant communication delay, moderate battery level, challenging terrain, and elevated wheel temperature. While the mission holds high scientific value, the combination of these factors suggests a need for caution. Pausing the mission allows for a thorough review of the rover's systems and path, ensuring that energy management strategies are in place and that communication protocols are optimized. This approach minimizes the risk of operational failure and ensures the rover's safety while maintaining the potential for mission success.",0.85
MR-100,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""confined turning space"", ""wheel damage risk"", ""steep slope""]","[""steep terrain"", ""communication delay"", ""battery constraints"", ""terrain ambiguity"", ""wheel temperature""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,False,3.0,2.0,10.587,1956.0,"The scenario presents several medium-level risks, including steep terrain, communication delays, and moderate battery levels. While the mission planner suggests proceeding with caution, the risk agent highlights the potential for slippage or tipping on the 13-degree slope and the need for enhanced navigation protocols. The telemetry agent confirms the communication delay and terrain ambiguity but notes that the battery level is currently sufficient. Given the combined risks and the potential for increased mechanical stress indicated by the wheel temperature, it is prudent to pause and conduct a detailed terrain analysis using onboard sensors before proceeding. This will allow for a more informed decision and reduce the risk of an autonomous mistake due to the communication delay.",0.82
MR-002,2,multi_agent_orchestration,gpt-4o,reroute,pause,False,"[""loose sand"", ""steep slope"", ""wheel overheating""]","[""Low battery level"", ""Elevated wheel slip"", ""Rising actuator temperature"", ""High terrain slope"", ""Communication delay""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,False,2.0,3.0,15.538,1836.0,"The rover is currently facing multiple operational risks, including low battery level, elevated wheel slip, rising actuator temperature, and a high terrain slope. These factors, combined with a communication delay, increase the overall risk to a high level. The safest course of action is to pause the rover's movement to allow the actuators to cool down and to conduct a diagnostic check on the wheel systems. Additionally, prioritizing battery recharging by positioning the rover to maximize solar panel exposure is crucial. This approach minimizes mechanical strain and conserves power, ensuring the rover's safety and preserving mission value.",0.85
MR-004,2,multi_agent_orchestration,gpt-4o,request_human_review,reroute,False,"[""sharp rocks"", ""wheel damage risk"", ""long communication delay""]","[""uneven terrain"", ""potential obstacles"", ""steep terrain slope"", ""wheel-clearance warnings"", ""moderate battery level"", ""communication delay"", ""elevated wheel temperature""]",0.333,0.0,0.0,0.0,0.143,0.333,0.2,6.0,2.0,0.333,False,2.0,4.0,11.776,1915.0,"The scenario presents multiple hazards, including uneven terrain, potential obstacles, steep terrain slope, and wheel-clearance warnings. The risk agent highlights a high risk level due to these factors combined with moderate battery level and communication delay. While the mission planner and telemetry agents suggest proceeding with caution, the high risk level and potential for wheel overheating necessitate a more conservative approach. Rerouting to avoid the most hazardous areas while still attempting to reach the science target is the safest action. This approach minimizes the risk of damage to the rover while preserving mission value by attempting to reach the science target through a safer path.",0.85
