scenario_id,architecture_type,runs,expected_action,modal_recommended_action,decision_accuracy,mean_exact_hazard_f1,mean_semantic_hazard_f1,mean_hazard_false_positive_count,mean_hazard_false_negative_count,mean_canonical_hazard_coverage,mean_plausible_noncanonical_hazard_count,mean_spurious_hazard_count,mean_latency_seconds,mean_token_usage,mean_confidence_score
MR-018,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.524,504.0,0.95
MR-019,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.2,1.0,0.0,1.2,3.0,10.804,2159.4,0.91
MR-019,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.581,497.8,0.95
MR-020,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.2,1.0,0.0,2.2,2.0,10.036,2118.4,0.91
MR-020,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.239,484.6,0.95
MR-021,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,10.044,2077.4,0.92
MR-021,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.753,509.2,0.95
MR-022,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,12.517,2114.8,0.946
MR-022,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.159,486.6,0.95
MR-023,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.0,1.0,0.0,2.0,3.0,10.2,2086.2,0.9
MR-023,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.196,513.0,0.95
MR-024,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.2,1.0,0.0,2.2,2.0,9.356,2157.4,0.9
MR-024,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.616,491.2,0.95
MR-025,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,9.722,2084.0,0.906
MR-025,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.501,499.2,0.95
MR-026,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.6,1.0,0.0,2.0,2.6,12.981,2079.2,0.946
MR-026,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.191,490.4,0.95
MR-027,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.4,1.0,0.0,2.6,2.8,10.775,2152.6,0.91
MR-027,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.422,475.8,0.95
MR-028,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.6,1.0,0.0,1.0,2.6,11.588,2175.4,0.928
MR-028,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.749,485.6,0.95
MR-029,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.4,1.0,0.0,1.0,2.4,9.096,2041.0,0.91
MR-029,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.348,499.4,0.95
MR-030,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.2,1.0,0.0,1.0,2.2,10.398,2156.4,0.91
MR-030,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.419,496.4,0.95
MR-031,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.2,1.0,0.0,1.0,3.2,11.099,2128.2,0.9
MR-031,single_agent,5,proceed,proceed,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.911,495.8,0.95
MR-032,multi_agent_orchestration,5,reroute,proceed,0.0,0.156,0.156,7.4,1.2,0.4,1.6,5.8,12.37,2341.8,0.85
MR-032,single_agent,5,reroute,pause,0.0,0.0,0.4,2.0,1.0,0.5,2.0,0.0,2.495,456.0,0.85
MR-033,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,6.4,2.0,0.0,2.0,4.4,11.694,2320.6,0.85
MR-033,single_agent,5,reroute,proceed,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.6,2.277,458.6,0.89
MR-034,multi_agent_orchestration,5,reroute,proceed,0.4,0.244,0.244,5.2,1.0,0.5,4.0,1.2,12.253,2303.4,0.85
MR-034,single_agent,5,reroute,reroute,1.0,0.4,0.4,2.0,1.0,0.5,1.8,0.2,2.388,453.6,0.85
MR-035,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.274,4.4,1.0,0.5,1.2,3.2,11.537,2290.8,0.85
MR-035,single_agent,5,reroute,reroute,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,2.195,457.0,0.85
MR-036,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.8,3.0,0.0,1.6,5.2,12.531,2316.2,0.85
MR-036,single_agent,5,reroute,reroute,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.181,445.8,0.85
MR-037,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,6.4,2.0,0.0,1.0,5.4,12.473,2449.6,0.868
MR-037,single_agent,5,reroute,reroute,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.022,455.6,0.85
MR-038,multi_agent_orchestration,5,reroute,reroute,1.0,0.279,0.279,5.4,0.8,0.6,4.2,1.2,13.487,2463.0,0.85
MR-038,single_agent,5,reroute,reroute,1.0,0.8,0.8,1.0,0.0,1.0,1.0,0.0,2.756,451.2,0.85
MR-039,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.0,2.0,0.0,1.6,4.4,11.353,2338.2,0.85
MR-039,single_agent,5,reroute,reroute,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.08,435.8,0.85
MR-040,multi_agent_orchestration,5,reroute,proceed,0.2,0.0,0.228,5.8,1.0,0.5,1.0,4.8,10.94,2279.8,0.85
MR-040,single_agent,5,reroute,pause,0.0,0.4,0.4,2.0,1.0,0.5,2.0,0.0,1.901,440.6,0.85
MR-041,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.16,6.6,1.2,0.4,2.8,3.8,10.585,2261.6,0.85
MR-041,single_agent,5,reroute,reroute,0.8,0.0,0.0,1.6,2.0,0.0,0.8,0.8,2.164,450.2,0.86
MR-042,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.6,3.0,0.0,4.4,2.2,10.865,2263.2,0.85
MR-042,single_agent,5,reroute,reroute,1.0,0.0,0.0,2.0,3.0,0.0,1.6,0.4,2.095,436.0,0.85
MR-043,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.2,2.0,0.0,1.0,5.2,11.507,2399.4,0.85
MR-043,single_agent,5,reroute,reroute,1.0,0.0,0.0,2.4,2.0,0.0,2.4,0.0,2.105,429.8,0.85
MR-044,multi_agent_orchestration,5,reroute,pause,0.4,0.116,0.116,7.2,1.4,0.3,1.6,5.6,11.901,2375.0,0.85
MR-044,single_agent,5,reroute,pause,0.0,0.16,0.48,1.8,0.8,0.6,1.8,0.0,2.125,452.4,0.85
MR-045,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.084,6.2,1.6,0.2,2.4,3.8,13.065,2336.8,0.85
MR-045,single_agent,5,reroute,proceed,0.4,0.0,0.0,1.0,2.0,0.0,0.4,0.6,2.966,450.2,0.88
MR-046,multi_agent_orchestration,5,reroute,proceed,0.4,0.05,0.233,5.6,1.0,0.5,3.2,2.4,12.124,2352.4,0.85
MR-046,single_agent,5,reroute,reroute,1.0,0.4,0.4,2.0,1.0,0.5,1.0,1.0,2.362,450.6,0.85
MR-047,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.309,3.6,1.0,0.5,1.4,2.2,10.361,2199.2,0.85
MR-047,single_agent,5,reroute,reroute,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,2.087,446.0,0.85
MR-048,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.044,5.8,2.8,0.067,3.0,2.8,10.223,2288.8,0.85
MR-048,single_agent,5,reroute,reroute,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.956,433.0,0.85
MR-049,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,8.0,2.0,0.0,1.2,6.8,12.329,2246.0,0.85
MR-049,single_agent,5,reroute,proceed,0.0,0.0,0.0,1.2,2.0,0.0,1.2,0.0,1.946,457.2,0.87
MR-050,multi_agent_orchestration,5,reroute,reroute,1.0,0.373,0.373,5.8,0.2,0.9,4.8,1.0,11.835,2399.8,0.85
MR-050,single_agent,5,reroute,reroute,1.0,0.8,0.8,1.0,0.0,1.0,1.0,0.0,2.282,448.4,0.85
MR-051,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,5.4,2.0,0.0,2.2,3.2,11.307,2324.0,0.85
MR-051,single_agent,5,reroute,reroute,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.619,437.4,0.85
MR-052,multi_agent_orchestration,5,reroute,reroute,0.6,0.0,0.113,6.6,1.4,0.3,1.0,5.6,25.11,2252.2,0.85
MR-052,single_agent,5,reroute,pause,0.0,0.4,0.4,2.0,1.0,0.5,2.0,0.0,2.002,449.6,0.85
MR-053,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.156,6.8,1.2,0.4,3.0,3.8,11.15,2252.6,0.85
MR-053,single_agent,5,reroute,reroute,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.846,454.2,0.85
MR-054,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.036,6.2,2.8,0.067,4.0,2.2,9.671,2240.6,0.85
MR-054,single_agent,5,reroute,reroute,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.269,442.8,0.85
MR-055,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.5,2.0,0.0,1.0,1.0,1.0,10.098,2138.2,0.87
MR-055,single_agent,5,pause,pause,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.852,443.2,0.85
MR-056,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.05,7.2,1.8,0.1,2.6,4.6,11.892,2377.8,0.85
MR-056,single_agent,5,pause,pause,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.74,409.4,0.85
MR-057,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,10.268,2251.2,0.85
MR-057,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.447,455.8,0.85
MR-058,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,6.4,1.0,0.0,3.6,2.8,11.618,2349.4,0.85
MR-058,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.751,433.2,0.86
MR-059,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.4,2.0,0.0,1.8,2.6,12.627,2191.2,0.85
MR-059,single_agent,5,pause,pause,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.022,425.8,0.85
MR-060,multi_agent_orchestration,5,pause,pause,1.0,0.07,0.17,6.8,1.2,0.4,2.0,4.8,11.674,2278.4,0.85
MR-060,single_agent,5,pause,pause,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.028,423.0,0.85
MR-061,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.324,4.2,0.0,1.0,1.0,3.2,9.432,2196.0,0.85
MR-061,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,461.0,0.86
MR-062,multi_agent_orchestration,5,pause,pause,1.0,0.25,0.41,3.0,0.8,0.6,1.6,1.4,11.307,2197.6,0.85
MR-062,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,3.336,428.8,0.85
MR-063,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.2,1.0,0.0,1.8,2.4,9.715,2165.4,0.89
MR-063,single_agent,5,pause,pause,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.362,443.0,0.85
MR-064,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,7.6,1.0,0.0,2.0,5.6,11.374,2337.2,0.85
MR-064,single_agent,5,pause,pause,1.0,0.0,0.0,1.4,1.0,0.0,1.0,0.4,1.963,422.2,0.85
MR-065,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.4,2.0,0.0,1.0,4.4,11.215,2256.8,0.85
MR-065,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.417,455.6,0.86
MR-066,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.2,2.0,0.0,3.2,2.0,12.913,2300.8,0.85
MR-066,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,2.0,0.0,1.8,0.2,1.962,432.6,0.85
MR-067,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.44,2.6,0.0,1.0,0.4,2.2,10.864,2100.8,0.85
MR-067,single_agent,5,pause,pause,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.36,411.0,0.85
MR-068,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.6,2.0,0.0,1.8,3.8,11.127,2190.0,0.85
MR-068,single_agent,5,pause,pause,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.959,424.2,0.85
MR-069,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.0,1.0,0.0,1.8,3.2,10.292,2238.0,0.85
MR-069,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.933,460.2,0.85
MR-070,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,3.8,1.0,0.0,2.4,1.4,11.587,2218.8,0.85
MR-070,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.933,424.2,0.85
MR-071,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.6,2.0,0.0,2.0,2.6,9.826,2191.8,0.89
MR-071,single_agent,5,pause,pause,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.983,429.2,0.85
MR-072,multi_agent_orchestration,5,pause,pause,1.0,0.04,0.04,8.2,1.8,0.1,2.6,5.6,11.956,2317.0,0.85
MR-072,single_agent,5,pause,pause,1.0,0.0,0.0,1.2,2.0,0.0,1.0,0.2,2.394,430.8,0.85
MR-073,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.314,4.4,0.0,1.0,1.4,3.0,11.87,2350.8,0.85
MR-073,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.134,453.6,0.85
MR-074,multi_agent_orchestration,5,pause,pause,1.0,0.107,0.246,5.2,1.0,0.5,2.6,2.6,12.621,2327.2,0.85
MR-074,single_agent,5,pause,pause,1.0,0.0,0.4,1.2,1.2,0.4,1.2,0.0,2.041,431.4,0.88
MR-075,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,3.8,1.0,0.0,1.0,2.8,11.091,2131.2,0.85
MR-075,single_agent,5,pause,pause,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.036,418.6,0.85
MR-076,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,8.4,1.0,0.0,2.6,5.8,12.097,2243.0,0.85
MR-076,single_agent,5,pause,pause,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.909,417.8,0.85
MR-077,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.0,2.0,0.0,0.8,4.2,10.153,2243.8,0.85
MR-077,single_agent,5,pause,pause,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.062,454.0,0.85
MR-078,multi_agent_orchestration,5,request_human_review,pause,0.0,0.167,0.333,7.0,1.0,0.667,5.2,1.8,12.533,2466.2,0.85
MR-078,single_agent,5,request_human_review,pause,0.2,0.286,0.286,3.0,2.0,0.333,3.0,0.0,2.028,455.4,0.85
MR-079,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.271,0.271,5.8,1.6,0.467,1.8,4.0,13.501,2445.6,0.85
MR-079,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,2.008,441.0,0.85
MR-080,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.0,7.0,3.0,0.0,2.0,5.0,14.255,2430.6,0.85
MR-080,single_agent,5,request_human_review,pause,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,2.106,445.6,0.85
MR-081,multi_agent_orchestration,5,request_human_review,pause,0.2,0.149,0.335,6.0,1.2,0.6,2.0,4.0,14.382,2518.0,0.85
MR-081,single_agent,5,request_human_review,request_human_review,1.0,0.333,0.333,2.0,2.0,0.333,2.0,0.0,2.101,447.6,0.85
MR-082,multi_agent_orchestration,5,request_human_review,request_human_review,0.8,0.0,0.0,8.6,3.0,0.0,6.6,2.0,12.542,2453.4,0.85
MR-082,single_agent,5,request_human_review,request_human_review,0.6,0.0,0.0,4.0,3.0,0.0,4.0,0.0,2.035,452.2,0.85
MR-083,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.0,0.192,6.6,2.0,0.333,2.0,4.6,12.269,2307.6,0.85
MR-083,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,3.0,3.0,0.0,2.6,0.4,2.825,463.0,0.85
MR-084,multi_agent_orchestration,5,request_human_review,pause,0.0,0.067,0.239,7.2,1.6,0.467,4.4,2.8,11.848,2376.8,0.85
MR-084,single_agent,5,request_human_review,pause,0.2,0.25,0.25,4.0,2.0,0.333,4.0,0.0,2.453,490.2,0.85
MR-085,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.12,0.12,6.2,2.4,0.2,3.0,3.2,14.995,2520.6,0.85
MR-085,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,2.255,464.8,0.85
MR-086,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.0,0.0,10.0,3.0,0.0,3.8,6.2,14.722,2394.0,0.85
MR-086,single_agent,5,request_human_review,pause,0.0,0.0,0.0,5.2,3.0,0.0,5.0,0.2,2.626,493.0,0.85
MR-087,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.14,0.312,6.8,1.2,0.6,1.2,5.6,13.494,2397.6,0.85
MR-087,single_agent,5,request_human_review,request_human_review,1.0,0.333,0.333,2.0,2.0,0.333,1.0,1.0,1.931,439.2,0.85
MR-088,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.031,7.8,2.8,0.067,3.4,4.4,12.282,2321.6,0.82
MR-088,single_agent,5,request_human_review,pause,0.0,0.0,0.0,2.8,3.0,0.0,2.8,0.0,2.258,459.2,0.85
MR-089,multi_agent_orchestration,5,request_human_review,pause,0.4,0.0,0.157,6.6,2.2,0.266,3.4,3.2,14.814,2506.6,0.82
MR-089,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,2.105,448.4,0.85
MR-090,multi_agent_orchestration,5,request_human_review,pause,0.0,0.167,0.334,7.0,1.0,0.667,4.6,2.4,14.005,2468.2,0.85
MR-090,single_agent,5,request_human_review,pause,0.2,0.286,0.286,3.0,2.0,0.333,3.0,0.0,2.247,467.0,0.85
MR-091,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.211,0.211,7.0,1.8,0.4,2.0,5.0,15.25,2552.0,0.85
MR-091,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,2.341,438.6,0.85
MR-092,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.0,7.8,3.0,0.0,2.2,5.6,13.028,2384.4,0.85
MR-092,single_agent,5,request_human_review,pause,0.0,0.0,0.0,3.4,3.0,0.0,3.4,0.0,1.944,446.2,0.85
MR-093,multi_agent_orchestration,5,request_human_review,request_human_review,0.8,0.116,0.273,6.0,1.6,0.467,2.0,4.0,13.057,2436.4,0.85
MR-093,single_agent,5,request_human_review,request_human_review,1.0,0.333,0.333,2.0,2.0,0.333,2.0,0.0,1.932,447.4,0.85
MR-094,multi_agent_orchestration,5,request_human_review,pause,0.2,0.0,0.0,7.0,3.0,0.0,4.8,2.2,11.52,2451.8,0.85
MR-094,single_agent,5,request_human_review,pause,0.2,0.286,0.286,3.0,2.0,0.333,3.0,0.0,1.822,454.8,0.85
MR-095,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.0,0.179,7.2,2.0,0.333,2.0,5.2,11.978,2334.8,0.85
MR-095,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,2.364,452.4,0.85
MR-096,multi_agent_orchestration,5,request_human_review,pause,0.0,0.167,0.334,7.0,1.0,0.667,5.6,1.4,12.508,2391.6,0.85
MR-096,single_agent,5,request_human_review,request_human_review,0.6,0.25,0.25,4.0,2.0,0.333,4.0,0.0,2.78,483.4,0.86
MR-097,multi_agent_orchestration,5,request_human_review,request_human_review,0.8,0.164,0.164,6.0,2.2,0.266,3.0,3.0,16.818,2495.2,0.85
MR-097,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,3.6,3.0,0.0,3.6,0.0,1.99,463.4,0.85
MR-098,multi_agent_orchestration,5,request_human_review,pause,0.4,0.0,0.0,10.6,3.0,0.0,4.0,6.6,12.064,2411.2,0.85
MR-098,single_agent,5,request_human_review,pause,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,2.18,442.8,0.85
MR-099,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.205,0.45,4.6,0.8,0.734,1.0,3.6,12.415,2336.0,0.85
MR-099,single_agent,5,request_human_review,request_human_review,1.0,0.4,0.4,1.0,2.0,0.333,1.0,0.0,1.906,432.0,0.85
MR-100,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.0,9.4,3.0,0.0,3.6,5.8,12.15,2415.8,0.85
MR-100,single_agent,5,request_human_review,pause,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,2.389,466.2,0.85
