scenario_id,run_id,architecture_type,model,expected_action,recommended_action,decision_correct,expected_hazards,detected_hazards,hazard_match_score,exact_hazard_precision,exact_hazard_recall,exact_hazard_f1,semantic_hazard_precision,semantic_hazard_recall,semantic_hazard_f1,hazard_false_positive_count,hazard_false_negative_count,canonical_hazard_coverage,canonical_hazards_all_detected,plausible_noncanonical_hazard_count,spurious_hazard_count,latency_seconds,token_usage,reasoning,confidence_score
MR-006,1,single_agent,gpt-4o,pause,pause,True,"[""elevated radiation"", ""dust opacity""]","[""increased radiation"", ""dust opacity"", ""potential visibility issues""]",0.5,0.333,0.5,0.4,0.333,0.5,0.4,2,1,0.5,False,2,0,4.624,423,"The mission scenario indicates a sharp rise in radiation and dust levels, which could affect both the rover's systems and the quality of scientific data collected. The battery level is moderate, and while the terrain is stable, the increased dust opacity could impair visibility and sensor accuracy. Pausing allows for reassessment of environmental conditions and ensures the safety of the rover before proceeding with the science objective.",0.85
MR-006,1,multi_agent_orchestration,gpt-4o,pause,pause,True,"[""elevated radiation"", ""dust opacity""]","[""increased radiation"", ""dust storms"", ""reduced visibility"", ""moderate terrain slope"", ""communication delay""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.0,False,3,2,11.147,2225,"The combination of increased radiation, high dust levels, and reduced visibility presents significant risks to the rover's operations. While the terrain is stable, the environmental conditions could impact the accuracy of the camera inspection and the rover's ability to navigate safely. The communication delay further complicates real-time decision-making. Given the high risk level identified by the risk agent and the need to protect the rover's systems, it is prudent to pause operations and monitor conditions until they improve. This approach minimizes potential damage and ensures mission objectives can be achieved safely.",0.85
MR-007,1,single_agent,gpt-4o,proceed,proceed,True,"[""nearby dune margin""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,4.092,469,"The current mission scenario presents a low-risk environment for the rover. The battery level is at 76%, which is sufficient for continued operations. The communication delay of 10 minutes is standard and manageable. The mission log indicates no recent slip events and adequate clearance, suggesting that the terrain is stable. The radiation level is within safe limits, and the wheel temperature is normal, indicating no immediate mechanical concerns. The terrain is described as a hard-packed traverse corridor with a manageable slope of 9 degrees, which should not pose significant challenges to the rover's mobility. The science objective of collecting multispectral observations of dune stratification is valuable and achievable under these conditions. Therefore, proceeding with the mission is recommended.",0.95
MR-007,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""nearby dune margin""]","[""terrain_slope"", ""communication_delay"", ""traction""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,False,0,3,9.065,2086,"The mission planner and telemetry agents both indicate a low risk level, suggesting that the current conditions are stable for proceeding with the science objective. However, the risk and terrain agents highlight medium risks due to the terrain slope and communication delay, which could affect navigation and data transmission. Given the moderate slope and the need for careful traction management, it is prudent to proceed with caution. The battery level is sufficient, and radiation levels are low, minimizing other potential risks. Continuous monitoring of the rover's stability, wheel temperature, and communication protocols will mitigate the identified risks.",0.9
MR-008,1,single_agent,gpt-4o,request_human_review,request_human_review,True,"[""steep slope"", ""shadowed rocks"", ""wheel overheating"", ""uncertain exit route"", ""long communication delay""]","[""low terrain model confidence"", ""steep cross-slope"", ""uncertain exit route""]",0.2,0.333,0.2,0.25,0.333,0.2,0.25,2,4,0.2,False,2,0,3.836,458,"The mission scenario presents several risks: the terrain model confidence is low, the terrain slope is steep at 22 degrees, and the exit route is uncertain. These factors increase the risk of the rover becoming immobilized or damaged. Additionally, the communication delay of 24 minutes limits real-time intervention. Given the high science value of the objective, it is crucial to ensure the rover's safety and mission continuity. Requesting a human review allows for a more thorough risk assessment and decision-making process.",0.85
MR-008,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""steep slope"", ""shadowed rocks"", ""wheel overheating"", ""uncertain exit route"", ""long communication delay""]","[""low terrain model confidence"", ""communication delay"", ""steep terrain slope"", ""moderate battery level"", ""shadowed rocks"", ""narrow gully entrance"", ""uncertain exit route""]",0.6,0.286,0.4,0.333,0.429,0.6,0.5,4,2,0.6,False,3,1,10.663,2282,"The scenario presents multiple high-risk factors including low terrain model confidence, significant communication delays, and a steep terrain slope. The terrain agent highlights additional hazards such as shadowed rocks and a narrow gully entrance, which could pose significant risks to the rover's safety. The risk agent's recommendation to delay movement until a more accurate terrain model is available aligns with the need to ensure the rover's safety. Given the high scientific value of the mission, it is crucial to mitigate these risks before proceeding. Pausing the mission allows for further analysis and planning, potentially using additional resources like a drone or scout rover to map the exit route, ensuring a safer path for the rover.",0.85
MR-009,1,single_agent,gpt-4o,proceed,proceed,True,"[""minor pebble field""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,3.163,509,"The current mission scenario presents a low-risk environment for the rover. The battery level is at 70%, which is sufficient for continued operations. The communication delay of 8 minutes is standard for Mars missions and does not pose an immediate risk. The mission log indicates consistent traction and nominal steering loads, suggesting that the rover is operating well within its mechanical limits. The radiation level of 0.18 is within acceptable limits for rover operations. The terrain is described as firm basaltic pavement with isolated pebble clusters and shallow wheel ruts, which the rover has previously navigated safely. The terrain slope of 4 degrees is gentle and should not pose a challenge. The wheel temperature is at 39 degrees, which is within operational norms. Given these conditions, proceeding with the mission to acquire multispectral imagery of the sediment contact aligns with mission objectives and maintains science value.",0.95
MR-009,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""minor pebble field""]","[""communication delay"", ""isolated pebble clusters"", ""shallow wheel ruts""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,False,2,1,10.038,2001,"All specialist agents report a low-risk environment for the rover's current mission objective. The mission planner, risk, telemetry, and terrain agents all recommend proceeding with the planned science objective, as the detected hazards are minor and manageable. The communication delay is within expected parameters, and the terrain is stable with only minor obstacles. The rover's systems are operating normally, with sufficient battery and acceptable radiation levels. Therefore, proceeding with the mission while maintaining standard monitoring protocols is the safest action that preserves mission value.",0.95
MR-010,1,single_agent,gpt-4o,proceed,proceed,True,"[""nearby dune margin""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,3.784,500,"The current mission scenario presents a low-risk environment for the rover. The battery level is at 74%, which is sufficient for continued operations. The communication delay of 9 minutes is standard for Mars missions and does not pose an immediate risk. The recent autonav segment was completed successfully without any slip alarms or thermal issues, indicating stable rover performance. The radiation level is low at 0.2, and the terrain is described as a hard-packed regolith corridor with stable traction indicators, suggesting minimal risk of slippage or wheel damage. The terrain slope is gentle at 5 degrees, and the wheel temperature is within normal operational limits at 42 degrees. The science objective to capture a context panorama is valuable for understanding the geological context of a previously sampled vein exposure. Given these factors, proceeding with the mission is the most appropriate action.",0.95
MR-010,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""nearby dune margin""]","[""communication delay"", ""moderate battery level"", ""minor obstacles from dune edge""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,False,1,2,11.265,2091,"The overall assessment from all specialist agents indicates that the rover is operating under stable conditions with a low risk level. The mission planner, telemetry, and terrain agents all recommend proceeding with the planned science objective, as the terrain is manageable and the rover's systems are stable. The risk agent highlights a medium risk due to communication delay and moderate battery level, but these are typical operational conditions for Mars missions and can be managed with standard protocols. The detected hazards are minor and do not pose significant threats to the mission's success. Therefore, proceeding with the mission while monitoring battery levels and communication protocols is the safest action that preserves mission value.",0.93
MR-011,1,single_agent,gpt-4o,proceed,proceed,True,"[""scattered cobbles""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,2.255,516,"The current mission scenario presents a low-risk environment for the rover. The battery level is at 78%, which is sufficient for continued operations. The communication delay of 10 minutes is standard and manageable. The mission log indicates that power margins are strong and wheel currents are within expected ranges, suggesting that the rover's systems are functioning well. The radiation level is low at 0.22, posing no immediate threat to the rover's electronics or mission objectives. The terrain is described as a broad sediment bench with a compact surface crust and sparse cobble obstacles, which should be navigable given the rover's capabilities. The terrain slope of 6 degrees is mild and should not pose a significant challenge. Wheel temperature is at 45 degrees, which is within operational limits. Given these conditions, proceeding with the mission to image ripple cross-bedding from a stable stand-off location is advisable to maximize science value while maintaining rover safety.",0.95
MR-011,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""scattered cobbles""]","[""Communication delay of 10 minutes"", ""Radiation level at 0.22"", ""Terrain slope of 6 degrees"", ""Sparse cobble obstacles"", ""Compact surface crust""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0.0,False,2,3,13.615,2149,"The mission planner and telemetry agents both indicate a low risk level with stable operational parameters, suggesting that the rover can proceed with the imaging task. However, the risk and terrain agents highlight potential hazards such as communication delays, radiation levels, and terrain challenges. Given these factors, the overall risk level is elevated to medium. To mitigate these risks, continuous monitoring of telemetry data, radiation levels, and wheel traction is recommended. Autonomous navigation systems should be employed to handle terrain obstacles and ensure stability on the mild slope. The communication delay should be accounted for by ensuring autonomous systems are prepared to handle unexpected scenarios.",0.9
MR-012,1,single_agent,gpt-4o,proceed,proceed,True,"[""shallow wheel rut""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,2.24,491,"The current mission scenario presents a low-risk environment for the rover. The battery level is high at 82%, ensuring sufficient power for operations. The communication delay of 11 minutes is typical for Mars missions and does not pose an immediate risk. Localization quality is high, and terrain confidence is stable, indicating reliable navigation capabilities. The radiation level is within safe operational limits at 0.24. The terrain description of a shallow ridge with exposed bedrock plates and predictable wheel contact suggests manageable driving conditions. The terrain slope of 7 degrees is mild and should not challenge the rover's stability. Wheel temperature is within normal operational range at 48 degrees. The science objective of collecting stereo imagery of weathered basalt fragments is achievable under these conditions, providing valuable scientific data. Therefore, proceeding with the mission is recommended.",0.95
MR-012,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""shallow wheel rut""]","[""communication delay"", ""radiation exposure"", ""terrain slope"", ""wheel temperature"", ""slope"", ""traction"", ""wheel-damage""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0.0,False,3,4,10.158,2151,"The mission planner and telemetry agents both recommend proceeding with the stereo imagery collection, citing stable conditions and a low risk level. The risk and terrain agents highlight potential hazards such as communication delay, radiation exposure, terrain slope, and wheel temperature, but these are manageable with proper monitoring and precautions. The battery level is sufficient, and the communication delay, while present, is within acceptable limits. The terrain, although presenting some challenges, is navigable with careful planning. By proceeding with caution and monitoring the identified risks, the mission can achieve its objectives while maintaining safety.",0.9
MR-013,1,single_agent,gpt-4o,proceed,proceed,True,"[""low ridge crest""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,2.247,503,"The current mission scenario presents a low-risk environment for the rover. The battery level is high at 86%, ensuring sufficient power for operations. Communication delay is standard for Mars missions and does not pose an immediate risk. The mission log indicates consistent traction and nominal steering loads, suggesting that the rover is operating well within its mechanical limits. Radiation levels are low at 0.26, which is within safe operational parameters. The terrain is described as a flat ejecta apron with minor gravel scatter and high slip-margin confidence, indicating that the rover can navigate the area safely. The terrain slope is only 8 degrees, which is manageable for the rover. Wheel temperature is at 51, which is within the acceptable range for operation. Given these conditions, proceeding with the mission to survey the ridge crest for stratigraphic continuity aligns with mission objectives and maintains rover safety.",0.95
MR-013,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""low ridge crest""]","[""communication delay"", ""terrain slope"", ""radiation exposure"", ""minor gravel scatter""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,False,1,3,10.034,2148,"The mission planner and terrain agent both recommend proceeding with the mission, citing low risk levels and stable conditions. The risk and telemetry agents highlight medium risk due to communication delay, terrain slope, and radiation exposure, but these are manageable with current protocols. The rover's systems are equipped to handle the 8-degree slope and minor gravel scatter, and the radiation level is within safe limits. The communication delay is noted, but the rover's autonomous systems can mitigate this risk. Given the importance of the science objective and the overall low to medium risk assessment, proceeding with caution is justified.",0.9
MR-014,1,single_agent,gpt-4o,proceed,proceed,True,"[""gravel patch""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,2.663,490,"The current mission scenario presents a low-risk environment for the rover. The battery level is high at 90%, ensuring sufficient power for continued operations. The communication delay of 13 minutes is typical for Mars missions and does not pose an immediate risk. The recent autonav segment was completed successfully without any slip alarms or thermal excursions, indicating stable rover performance. The radiation level is within acceptable limits at 0.18, and the terrain description suggests a manageable path with gentle undulations and no deep sink zones. The terrain slope of 9 degrees is within the rover's operational capabilities, and the wheel temperature is within a safe range at 39 degrees. Given these conditions, proceeding with the mission to map the surface texture around the fracture network aligns with mission objectives and maintains rover safety.",0.95
MR-014,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""gravel patch""]","[""communication delay"", ""terrain slope"", ""gentle undulations"", ""layered outcrop""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,False,2,2,9.378,2036,"The majority of specialist agents, including the mission planner, telemetry, and terrain agents, recommend proceeding with the current science objective, citing low risk levels. The risk agent identifies medium risk due to communication delay and terrain slope, but these are within manageable parameters given the rover's current high battery level and stable operational status. Continuous monitoring and adherence to standard navigation protocols are advised to mitigate these risks. The mission value of mapping the surface texture around the fracture network is significant, and the operational environment is stable enough to proceed safely.",0.95
MR-015,1,single_agent,gpt-4o,proceed,proceed,True,"[""minor pebble field""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,3.113,506,"The current mission scenario presents a low-risk environment for the rover. The battery level is at 70%, which is sufficient for continued operations. The communication delay is standard for Mars missions and does not pose an immediate risk. The mission log indicates that power margins are strong and wheel currents are within expected ranges, suggesting that the rover's systems are functioning well. The radiation level is low at 0.2, which is not a concern for the rover's operations. The terrain is described as firm basaltic pavement with shallow wheel ruts, which the rover has previously traversed safely. The terrain slope is only 4 degrees, indicating a stable surface for movement. The wheel temperature is within normal operational limits. Given these conditions, proceeding with the mission to acquire multispectral imagery of the sediment contact aligns with the science objectives and maintains mission continuity.",0.95
MR-015,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""minor pebble field""]","[""communication delay"", ""isolated pebble clusters"", ""shallow wheel ruts""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,False,2,1,11.337,2127,"The overall assessment from the specialist reports indicates that the rover is operating under stable conditions with a strong power margin and normal wheel currents. The primary concern is the communication delay, which is typical for Mars missions and can be managed with proper planning. The terrain is described as firm with minor obstacles such as pebble clusters and shallow ruts, which the rover can navigate with standard protocols. The radiation level is low and within acceptable limits, and the terrain slope is gentle. Given these factors, the safest action that preserves mission value is to proceed with the mission while maintaining vigilance in monitoring telemetry and environmental conditions.",0.93
MR-016,1,single_agent,gpt-4o,proceed,proceed,True,"[""nearby dune margin""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,2.085,493,"The current mission scenario presents a low-risk environment for the rover. The battery level is at 74%, which is sufficient for continued operations. The communication delay of 9 minutes is within normal parameters for Mars missions and does not pose an immediate risk. Localization quality is high, and terrain confidence is stable, indicating that the rover's navigation systems are functioning well. The radiation level of 0.22 is within safe limits for the rover's operations. The terrain description indicates a hard-packed regolith corridor with stable traction indicators, and the terrain slope of 5 degrees is manageable for the rover. The wheel temperature is at 45 degrees, which is within operational limits. Given these conditions, proceeding with the mission to capture the context panorama for the previously sampled vein exposure aligns with mission objectives and ensures science value.",0.95
MR-016,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""nearby dune margin""]","[""communication delay"", ""potential for increased wheel temperature"", ""terrain slope""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,False,1,2,11.812,2136,"The majority of specialist agents, including the mission planner, telemetry, and terrain agents, assess the situation as low risk, with stable conditions and sufficient battery levels for the task. The risk agent highlights potential hazards such as communication delay and wheel temperature, but these are manageable with current protocols. The terrain slope is gentle and within operational norms. Given the high confidence scores and the importance of the science objective, proceeding with the task while monitoring conditions is the safest action that preserves mission value.",0.95
MR-017,1,single_agent,gpt-4o,proceed,proceed,True,"[""scattered cobbles""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,2.147,501,"The current mission scenario presents a low-risk environment for the rover. The battery level is at 78%, which is sufficient for continued operations. The communication delay of 10 minutes is standard and manageable. The mission log indicates consistent traction and nominal steering loads, suggesting that the rover is operating well within its mechanical limits. The radiation level of 0.24 is within acceptable limits for rover operations. The terrain is described as a broad sediment bench with a compact surface crust and sparse cobble obstacles, which should not pose significant challenges given the rover's capabilities. The terrain slope of 6 degrees is mild and should not affect stability. The wheel temperature is at 48 degrees, which is within operational norms. Given these conditions, proceeding with the mission to image ripple cross-bedding from a stable stand-off location aligns with mission objectives and maintains rover safety.",0.95
MR-017,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""scattered cobbles""]","[""communication delay"", ""moderate terrain slope"", ""elevated wheel temperature"", ""sparse cobble obstacles""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,False,1,3,9.481,2094,"The majority of specialist agents recommend proceeding with the mission, citing stable conditions and nominal steering loads. The mission planner, telemetry, and terrain agents all assess the risk as low, with the terrain agent specifically noting the gentle slope and manageable cobble obstacles. However, the risk agent highlights potential concerns such as communication delays, moderate terrain slope, and elevated wheel temperature, suggesting a medium risk level overall. Given these factors, the safest action that preserves mission value is to proceed with the imaging task while maintaining vigilance and monitoring the identified hazards closely.",0.9
MR-018,1,single_agent,gpt-4o,proceed,proceed,True,"[""shallow wheel rut""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,2.768,518,"The current mission scenario presents a low-risk environment for the rover. The battery level is high at 82%, ensuring sufficient power for continued operations. The communication delay of 11 minutes is within normal parameters for Mars missions and does not pose an immediate risk. The recent autonav segment was completed successfully without any slip alarms or thermal excursions, indicating stable rover performance. The radiation level is low at 0.26, which is within safe operational limits. The terrain description indicates a shallow ridge approach with exposed bedrock plates, which suggests predictable wheel contact and minimal risk of slippage or mechanical issues. The terrain slope of 7 degrees is manageable and does not present a significant challenge. The wheel temperature is at 51 degrees, which is within the acceptable range for rover operations. Given these conditions, the rover can safely proceed with the science objective of collecting close-range stereo imagery of weathered basalt fragments, which holds high scientific value.",0.95
MR-018,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""shallow wheel rut""]","[""communication delay"", ""terrain slope"", ""exposed bedrock plates""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,False,1,2,9.574,2142,"The mission planner and telemetry agents both indicate a low risk level with high confidence scores, suggesting that the rover's systems are stable and the current science objective is achievable. The risk and terrain agents highlight moderate risks due to communication delays, terrain slope, and exposed bedrock plates. However, these risks are manageable with careful monitoring and planning. The rover's battery level is high, and recent operations have been stable, supporting the decision to proceed with caution. By maintaining vigilance over wheel temperature and traction, and accounting for communication delays, the mission can continue safely while achieving its scientific goals.",0.9
MR-019,1,single_agent,gpt-4o,proceed,proceed,True,"[""low ridge crest""]",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,False,0,0,1.995,480,"The current mission scenario presents a low-risk environment for the rover. The battery level is high at 86%, ensuring sufficient power for operations. Communication delay is standard for Mars missions and does not pose an immediate risk. The radiation level is within safe limits, and the wheel temperature is normal, indicating no overheating issues. The terrain is described as a flat ejecta apron with minor gravel scatter, which is manageable given the rover's capabilities, and the slope is only 8 degrees, which is well within the rover's operational limits. The mission log indicates that power margins and wheel currents are within expected ranges, suggesting no mechanical issues. The science objective of surveying a shallow ridge crest for stratigraphic continuity is valuable and achievable under these conditions.",0.95
MR-019,1,multi_agent_orchestration,gpt-4o,proceed,proceed,True,"[""low ridge crest""]","[""communication delay"", ""terrain slope"", ""radiation exposure"", ""minor gravel scatter""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,False,1,3,9.319,2077,"The majority of specialist agents, including the mission planner, telemetry, and terrain agents, assess the risk level as low, with the rover operating within normal parameters and a strong power margin. The risk agent identifies potential hazards such as communication delay, terrain slope, and radiation exposure, but these are considered manageable with regular monitoring. The terrain is described as flat with minor gravel scatter, and the slope is within acceptable limits for navigation. Given the low risk level and the importance of the science objective, proceeding with the mission while maintaining vigilance and regular monitoring is the safest action that preserves mission value.",0.95
