scenario_id,architecture_type,runs,expected_action,modal_recommended_action,decision_accuracy,mean_exact_hazard_f1,mean_semantic_hazard_f1,mean_hazard_false_positive_count,mean_hazard_false_negative_count,mean_canonical_hazard_coverage,mean_plausible_noncanonical_hazard_count,mean_spurious_hazard_count,mean_latency_seconds,mean_token_usage,mean_confidence_score
MR-018,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.0,1.0,0.0,0.6,1.4,8.762,1720.4,0.92
MR-019,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,10.137,1663.6,0.932
MR-020,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.8,1.0,0.0,2.0,0.8,7.8,1608.0,0.926
MR-021,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,7.635,1555.4,0.95
MR-022,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,1.2,1.0,0.0,0.6,0.6,10.456,1680.6,0.95
MR-023,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,7.138,1594.6,0.92
MR-024,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.8,1.0,0.0,0.8,2.0,7.962,1646.4,0.92
MR-025,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,1.2,1.0,0.0,1.0,0.2,8.293,1595.0,0.95
MR-026,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,1.6,1.0,0.0,1.4,0.2,9.047,1614.4,0.95
MR-027,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.2,1.0,0.0,2.0,0.2,7.562,1596.8,0.95
MR-028,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.0,1.0,0.0,1.2,0.8,9.535,1576.6,0.944
MR-029,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.748,1583.6,0.95
MR-030,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.0,1.0,0.0,0.8,1.2,8.58,1685.4,0.92
MR-031,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,1.4,1.0,0.0,1.0,0.4,8.019,1612.6,0.938
MR-032,multi_agent_orchestration,5,reroute,proceed,0.2,0.207,0.207,5.0,1.2,0.4,1.8,3.2,10.436,1778.8,0.85
MR-033,multi_agent_orchestration,5,reroute,proceed,0.0,0.233,0.233,5.6,1.0,0.5,2.2,3.4,8.674,1762.4,0.85
MR-034,multi_agent_orchestration,5,reroute,reroute,0.6,0.279,0.279,4.2,1.0,0.5,2.2,2.0,9.268,1749.6,0.85
MR-035,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.495,2.8,0.4,0.8,0.4,2.4,8.66,1714.6,0.85
MR-036,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,4.4,3.0,0.0,2.0,2.4,8.63,1744.4,0.85
MR-037,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,4.6,2.0,0.0,1.0,3.6,9.033,1792.4,0.874
MR-038,multi_agent_orchestration,5,reroute,reroute,1.0,0.571,0.571,3.0,0.0,1.0,3.0,0.0,8.542,1813.2,0.85
MR-039,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.05,5.0,1.8,0.1,2.0,3.0,9.907,1795.2,0.85
MR-040,multi_agent_orchestration,5,reroute,reroute,0.8,0.0,0.257,4.8,1.0,0.5,1.0,3.8,8.598,1737.8,0.85
MR-041,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.25,5.0,1.0,0.5,1.8,3.2,10.081,1686.6,0.85
MR-042,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.121,6.0,2.4,0.2,4.6,1.4,8.702,1755.0,0.85
MR-043,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,3.6,2.0,0.0,1.0,2.6,9.643,1867.0,0.85
MR-044,multi_agent_orchestration,5,reroute,reroute,0.6,0.12,0.24,6.2,0.8,0.6,1.6,4.6,10.998,1896.8,0.85
MR-045,multi_agent_orchestration,5,reroute,proceed,0.0,0.231,0.288,4.0,1.0,0.5,2.2,1.8,8.983,1799.4,0.874
MR-046,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.305,3.6,1.0,0.5,1.0,2.6,9.683,1794.4,0.85
MR-047,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.614,2.0,0.2,0.9,0.6,1.4,8.56,1668.8,0.85
MR-048,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,5.0,3.0,0.0,2.2,2.8,9.07,1690.2,0.85
MR-049,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,5.8,2.0,0.0,1.0,4.8,9.369,1738.2,0.856
MR-050,multi_agent_orchestration,5,reroute,reroute,1.0,0.571,0.571,3.0,0.0,1.0,3.0,0.0,9.282,1819.0,0.85
MR-051,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.057,4.2,1.8,0.1,2.2,2.0,9.743,1823.0,0.85
MR-052,multi_agent_orchestration,5,reroute,reroute,0.6,0.0,0.252,5.0,1.0,0.5,1.0,4.0,8.428,1718.0,0.85
MR-053,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.25,5.0,1.0,0.5,2.2,2.8,8.552,1691.8,0.85
MR-054,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.19,6.6,2.0,0.333,4.8,1.8,8.34,1689.0,0.85
MR-055,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.667,1.0,0.0,1.0,1.0,0.0,8.703,1599.8,0.856
MR-056,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,7.0,2.0,0.0,2.4,4.6,8.788,1718.8,0.85
MR-057,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.2,1.0,0.0,1.0,4.2,8.942,1765.2,0.858
MR-058,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,9.412,1822.0,0.85
MR-059,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,3.0,2.0,0.0,1.6,1.4,9.121,1685.4,0.862
MR-060,multi_agent_orchestration,5,pause,pause,1.0,0.08,0.2,7.0,1.0,0.5,3.4,3.6,10.151,1780.0,0.85
MR-061,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,9.112,1727.0,0.854
MR-062,multi_agent_orchestration,5,pause,pause,1.0,0.133,0.507,2.2,0.6,0.7,1.0,1.2,8.702,1681.0,0.85
MR-063,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,2.4,1.0,0.0,1.2,1.2,8.834,1586.2,0.862
MR-064,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,8.0,1.0,0.0,2.0,6.0,9.346,1666.6,0.85
MR-065,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.0,2.0,0.0,1.0,4.0,8.436,1765.2,0.854
MR-066,multi_agent_orchestration,5,pause,pause,1.0,0.05,0.05,5.4,1.8,0.1,3.8,1.6,9.539,1777.0,0.85
MR-067,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.667,1.0,0.0,1.0,0.0,1.0,7.77,1570.2,0.856
MR-068,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.17,6.6,1.2,0.4,1.8,4.8,9.232,1698.0,0.85
MR-069,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,3.4,1.0,0.0,1.4,2.0,7.718,1694.8,0.85
MR-070,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,3.6,1.0,0.0,2.4,1.2,8.672,1680.6,0.85
MR-071,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,3.2,2.0,0.0,1.6,1.6,7.832,1673.6,0.902
MR-072,multi_agent_orchestration,5,pause,pause,1.0,0.04,0.04,7.0,1.8,0.1,2.6,4.4,8.801,1732.2,0.85
MR-073,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.4,1.0,0.0,1.4,4.0,9.215,1810.6,0.85
MR-074,multi_agent_orchestration,5,pause,pause,1.0,0.174,0.29,4.0,1.0,0.5,2.8,1.2,9.126,1800.6,0.85
MR-075,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,2.6,1.0,0.0,1.0,1.6,10.363,1597.8,0.85
MR-076,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.8,1.0,0.0,3.2,2.6,10.073,1718.8,0.85
MR-077,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,8.468,1741.8,0.856
MR-078,multi_agent_orchestration,5,request_human_review,pause,0.0,0.218,0.391,4.4,1.2,0.6,4.0,0.4,8.853,1776.2,0.844
MR-079,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.466,0.466,3.6,1.0,0.667,2.0,1.6,10.585,1746.4,0.85
MR-080,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.0,5.8,3.0,0.0,2.0,3.8,10.766,1803.0,0.85
MR-081,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.129,0.52,3.8,0.6,0.8,2.0,1.8,9.126,1748.8,0.838
MR-082,multi_agent_orchestration,5,request_human_review,pause,0.4,0.0,0.0,7.6,3.0,0.0,6.2,1.4,9.563,1895.4,0.838
MR-083,multi_agent_orchestration,5,request_human_review,pause,0.2,0.0,0.209,5.6,2.0,0.333,1.2,4.4,8.493,1721.8,0.84
MR-084,multi_agent_orchestration,5,request_human_review,pause,0.2,0.169,0.426,4.4,1.0,0.667,3.2,1.2,9.481,1810.8,0.85
MR-085,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.306,0.306,4.8,1.6,0.467,3.6,1.2,11.456,1801.4,0.85
MR-086,multi_agent_orchestration,5,request_human_review,reroute,0.0,0.0,0.0,6.6,3.0,0.0,3.0,3.6,11.7,1835.4,0.844
MR-087,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.228,0.455,3.8,1.0,0.667,1.0,2.8,9.115,1720.8,0.85
MR-088,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.04,7.6,2.8,0.067,3.8,3.8,9.602,1756.0,0.85
MR-089,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.0,0.186,6.8,2.0,0.333,2.2,4.6,10.709,1839.2,0.792
MR-090,multi_agent_orchestration,5,request_human_review,pause,0.0,0.21,0.419,4.6,1.0,0.667,4.2,0.4,9.405,1845.2,0.844
MR-091,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.391,0.391,4.4,1.2,0.6,2.2,2.2,9.548,1807.0,0.85
MR-092,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.0,6.6,3.0,0.0,2.0,4.6,11.803,1786.4,0.85
MR-093,multi_agent_orchestration,5,request_human_review,request_human_review,0.8,0.089,0.536,3.6,0.6,0.8,2.0,1.6,8.364,1694.0,0.85
MR-094,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.0,0.143,7.6,2.2,0.266,5.0,2.6,9.014,1878.8,0.844
MR-095,multi_agent_orchestration,5,request_human_review,pause,0.4,0.0,0.209,5.6,2.0,0.333,1.0,4.6,9.548,1756.6,0.868
MR-096,multi_agent_orchestration,5,request_human_review,pause,0.0,0.182,0.364,6.0,1.0,0.667,3.8,2.2,8.944,1810.4,0.85
MR-097,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.373,0.373,4.8,1.2,0.6,3.2,1.6,9.733,1786.4,0.85
MR-098,multi_agent_orchestration,5,request_human_review,reroute,0.2,0.0,0.0,6.6,3.0,0.0,3.0,3.6,11.389,1852.2,0.85
MR-099,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.229,0.542,3.4,0.6,0.8,1.0,2.4,8.062,1677.0,0.85
MR-100,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.036,8.0,2.8,0.067,4.2,3.8,8.802,1793.6,0.85
