scenario_id,run_id,architecture_type,model,expected_action,recommended_action,decision_correct,expected_hazards,detected_hazards,hazard_match_score,exact_hazard_precision,exact_hazard_recall,exact_hazard_f1,semantic_hazard_precision,semantic_hazard_recall,semantic_hazard_f1,hazard_false_positive_count,hazard_false_negative_count,canonical_hazard_coverage,canonical_hazards_all_detected,plausible_noncanonical_hazard_count,spurious_hazard_count,latency_seconds,token_usage,reasoning,confidence_score
MR-053,1,multi_agent_orchestration,gpt-4o,reroute,proceed,False,"[""soft shoulder"", ""cross-slope hazard""]","[""uneven terrain"", ""potential dust accumulation"", ""moderate terrain slope"", ""elevated wheel temperature"", ""communication delay"", ""slope"", ""traction""]",0.5,0.0,0.0,0.0,0.143,0.5,0.222,6.0,1.0,0.5,False,3.0,3.0,7.568,1810.0,"All specialist agents agree on proceeding with the identified longer but safer path. This path offers improved traction and minimizes the risk of wheel damage, which is crucial given the moderate slope and potential for uneven terrain. The battery level, while at 48%, is deemed sufficient for the operation, but it requires close monitoring. The communication delay of 10 minutes is acknowledged, and regular updates should be maintained to adjust plans if necessary. The elevated wheel temperature is noted but not critical, and radiation levels are within safe limits. The consensus is that the benefits of proceeding outweigh the risks, provided that all systems are monitored closely.",0.85
MR-078,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""sharp rocks"", ""wheel damage risk"", ""long communication delay""]","[""wheel-clearance issues"", ""low route confidence"", ""low battery level"", ""communication delay"", ""steep terrain slope"", ""elevated wheel temperature"", ""sharp rocks"", ""narrow corridor"", ""blind turns""]",0.667,0.111,0.333,0.167,0.222,0.667,0.333,7.0,1.0,0.667,False,5.0,2.0,9.12,2146.0,"The combined reports from the mission planner, risk, and terrain agents indicate a high-risk scenario due to multiple hazards including wheel-clearance issues, low battery level, communication delay, steep terrain slope, elevated wheel temperature, and challenging terrain features such as sharp rocks and blind turns. The mission planner suggests proceeding with caution, but the risk agent highlights the need for battery conservation and re-evaluation of the route. Given the high risk level and the potential for mechanical failure, it is safest to pause the mission to recharge the battery and reassess the route. This action will help mitigate the risk of wheel entrapment and mechanical failure while ensuring the rover's safety and mission success.",0.85
MR-080,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""terrain model uncertainty"", ""blind turn"", ""limited escape path""]","[""terrain ambiguity"", ""communication delay"", ""moderate battery level"", ""slope"", ""traction"", ""obstacle"", ""wheel temperature""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,False,2.0,5.0,7.459,2017.0,"The scenario presents multiple hazards, including a challenging terrain with a 13-degree slope, narrow channels, and potential obstacles that could affect traction and stability. The communication delay of 20 minutes further complicates real-time decision-making, increasing the risk of delayed responses to potential issues. Additionally, the battery level is moderate at 48%, which may limit operational time and requires careful energy management. The wheel temperature, while within operational limits, should be monitored closely to prevent overheating. Given these factors, the safest course of action is to pause operations temporarily to reassess the situation, conserve battery life, and ensure that all systems are prepared for the challenging navigation ahead. This pause will also allow for a scheduled communication window to review the rover's status and adjust plans as necessary.",0.85
MR-082,1,multi_agent_orchestration,gpt-4o,request_human_review,reroute,False,"[""confined turning space"", ""wheel damage risk"", ""steep slope""]","[""steep terrain"", ""wheel-clearance issues"", ""communication delay"", ""low battery level"", ""elevated wheel temperature"", ""traction"", ""obstacle"", ""wheel-damage""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,False,4.0,4.0,9.918,2045.0,"All specialist agents have identified significant risks associated with the current mission path, including steep terrain, wheel-clearance issues, and a 15-degree slope that could lead to traction problems and potential wheel damage. The communication delay and low battery level further complicate the situation, making real-time decision-making and extended operations risky. Given these factors, the safest course of action is to reroute to avoid the steep slope and reduce the risk of mechanical stress and potential mission failure. This action preserves mission value by ensuring the rover's safety and operational integrity while allowing for future attempts to reach the scientifically valuable ledge under safer conditions.",0.85
MR-084,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""sharp rocks"", ""wheel damage risk"", ""long communication delay""]","[""terrain ambiguity"", ""low battery level"", ""communication delay"", ""steep terrain slope"", ""elevated wheel temperature"", ""sharp rocks"", ""blind turns"", ""uncertain wheel clearance""]",0.667,0.125,0.333,0.182,0.25,0.667,0.364,6.0,1.0,0.667,False,5.0,1.0,9.734,2050.0,"The combined reports from the mission planner, risk, and terrain agents indicate a high-risk scenario due to multiple hazards, including terrain ambiguity, low battery level, communication delay, steep terrain slope, elevated wheel temperature, sharp rocks, blind turns, and uncertain wheel clearance. While the mission planner and risk agents suggest proceeding with caution, the terrain agent highlights a high risk due to the challenging terrain features. Given the high value of the science objective, it is crucial to ensure the rover's safety and operational integrity. Pausing the mission allows for a more detailed assessment of the terrain using onboard cameras and ensures that the rover does not proceed into potentially hazardous conditions without adequate preparation. This action also allows for battery conservation and the possibility of scheduling operations during periods of lower radiation.",0.85
MR-086,1,multi_agent_orchestration,gpt-4o,request_human_review,reroute,False,"[""terrain model uncertainty"", ""blind turn"", ""limited escape path""]","[""challenging terrain"", ""low route confidence"", ""low battery level"", ""communication delay"", ""19-degree slope"", ""elevated wheel temperature"", ""repeated wheel-clearance concerns"", ""slope hazard"", ""traction hazard"", ""obstacle hazard"", ""wheel-damage hazard""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,False,4.0,7.0,9.061,1977.0,"The scenario presents multiple high-risk factors, including challenging terrain with a 19-degree slope, low battery level, communication delays, and elevated wheel temperature. The terrain agent and risk agent both highlight the need to avoid the current path due to significant hazards such as slope, traction, and potential wheel damage. Rerouting is recommended to mitigate these risks while preserving the mission's science objective. This action balances safety with mission value, as it allows for the possibility of reaching the science target through a safer path. Monitoring wheel temperature and energy conservation are also critical to ensure the rover's continued operation.",0.85
MR-088,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""confined turning space"", ""wheel damage risk"", ""steep slope""]","[""steep terrain"", ""communication delay"", ""battery constraints"", ""moderate battery level"", ""terrain slope"", ""wheel temperature"", ""rocky terrain"", ""limited maneuvering space""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,False,4.0,4.0,10.034,2021.0,"The scenario presents multiple high-risk factors, including steep and rocky terrain, communication delays, and moderate battery levels. While the mission planner and terrain agent suggest proceeding with caution, the risk agent highlights the potential for operational limitations due to battery constraints and mechanical stress. Given the high risk level and the potential for increased hazards, pausing the mission to conduct a detailed terrain analysis and wait for improved conditions (such as higher battery levels or reduced communication delays) is the safest course of action. This approach minimizes the risk of damage to the rover and ensures mission integrity.",0.85
MR-089,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""shadowed rocks"", ""route ambiguity"", ""long communication delay""]","[""disagreement on entry angle"", ""potential for unstable terrain"", ""communication delay"", ""steep terrain slope"", ""elevated wheel temperature"", ""slope instability"", ""low traction due to shadowed conditions"", ""potential hidden obstacles"", ""reduced visibility""]",0.333,0.0,0.0,0.0,0.111,0.333,0.167,8.0,2.0,0.333,False,4.0,4.0,9.525,2092.0,"The scenario presents multiple hazards, including disagreement on the safest entry angle, potential terrain instability, and elevated wheel temperature, all compounded by a significant communication delay. The terrain agent highlights high risks due to slope instability and low traction in shadowed conditions. Given these factors, pausing the mission to conduct a detailed analysis of entry angles and terrain conditions is the safest course of action. This will allow for a consensus on the safest approach and ensure that the rover's path is continuously monitored for any signs of instability. Additionally, pausing will provide time to address the elevated wheel temperature and prepare for potential mechanical adjustments.",0.8
MR-090,1,multi_agent_orchestration,gpt-4o,request_human_review,reroute,False,"[""sharp rocks"", ""wheel damage risk"", ""long communication delay""]","[""wheel-clearance issues"", ""low route confidence"", ""low battery level"", ""communication delay"", ""steep terrain slope"", ""elevated wheel temperature"", ""sharp rocks"", ""narrow corridor"", ""blind turns""]",0.667,0.111,0.333,0.167,0.222,0.667,0.333,7.0,1.0,0.667,False,5.0,2.0,10.367,2068.0,"The combined reports from the mission planner, risk, and terrain agents indicate a high-risk scenario due to multiple hazards including wheel-clearance issues, low battery level, communication delay, and challenging terrain features such as sharp rocks and a steep slope. While the mission objective is valuable, the current path poses significant risks to the rover's safety and operational integrity. Rerouting to a safer path with less steep terrain and fewer obstacles is recommended to mitigate these risks while still aiming to achieve the science objective. This approach balances mission value with safety, ensuring the rover can continue its mission without compromising its operational capabilities.",0.85
MR-092,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""terrain model uncertainty"", ""blind turn"", ""limited escape path""]","[""terrain ambiguity"", ""communication delay"", ""low battery level"", ""challenging terrain slope"", ""elevated wheel temperature"", ""increased radiation level"", ""traction"", ""obstacle"", ""wheel-damage""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,False,3.0,6.0,10.023,2077.0,"The scenario presents multiple high-risk factors, including challenging terrain, low battery level, significant communication delay, and elevated wheel temperature. While the mission planner suggests proceeding with caution, both the risk and terrain agents highlight the high risk associated with the current conditions. The combination of these hazards, particularly the potential for wheel damage and the communication delay, necessitates a more conservative approach. Pausing operations allows for a detailed assessment of the terrain and battery conservation, reducing the risk of mission failure or rover damage. This decision prioritizes safety while maintaining the potential to achieve the science objective once conditions are reassessed and deemed safer.",0.85
MR-094,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""confined turning space"", ""wheel damage risk"", ""steep slope""]","[""steep terrain"", ""wheel-clearance issues"", ""communication delay"", ""elevated wheel temperature"", ""limited turnaround space""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,False,4.0,1.0,9.242,1964.0,"All specialist agents have identified significant hazards associated with the current terrain, including steep slopes, wheel-clearance issues, and communication delays. The elevated wheel temperature suggests potential mechanical stress, and the limited turnaround space increases the risk of the rover becoming immobilized. Given the high risk level and the need for a more detailed terrain assessment, it is safest to pause operations. This will allow for a thorough evaluation of the terrain and consideration of alternative routes or additional reconnaissance methods, such as deploying a drone, to ensure the rover's safety and mission success.",0.85
MR-095,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""shadowed rocks"", ""route ambiguity"", ""long communication delay""]","[""unstable terrain"", ""communication delay"", ""moderate terrain slope"", ""low traction"", ""obscured obstacles"", ""wheel damage potential""]",0.333,0.0,0.0,0.0,0.167,0.333,0.222,5.0,2.0,0.333,False,2.0,3.0,12.085,1952.0,"The scenario presents a high-risk situation due to the combination of unstable terrain, moderate slope, low traction, and potential for wheel damage. The communication delay further complicates the ability to respond quickly to any issues. While the science value is high, the safety of the rover must take precedence. Conducting a detailed terrain analysis is crucial before proceeding. Pausing allows for a thorough review of the terrain and ensures that all systems are prepared for the identified risks. This approach balances mission value with rover safety.",0.85
MR-096,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""sharp rocks"", ""wheel damage risk"", ""long communication delay""]","[""terrain ambiguity"", ""low battery level"", ""communication delay"", ""steep terrain slope"", ""high wheel temperature"", ""elevated radiation levels"", ""sharp rocks"", ""blind turns"", ""uncertain wheel clearance""]",0.667,0.111,0.333,0.167,0.222,0.667,0.333,7.0,1.0,0.667,False,5.0,2.0,9.7,1981.0,"The combined reports from the mission planner, risk, and terrain agents indicate a high-risk scenario due to multiple hazards including steep terrain, sharp rocks, blind turns, and uncertain wheel clearance. The rover's battery level is moderate but could become critical if operations continue without caution. The communication delay further complicates timely decision-making. Given the high wheel temperature and elevated radiation levels, it is prudent to pause operations to prevent potential damage and ensure the rover's safety. This pause will allow for a reassessment of the situation and ensure that the rover can safely navigate the terrain and complete its mission objectives without compromising its operational integrity.",0.85
MR-098,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""terrain model uncertainty"", ""blind turn"", ""limited escape path""]","[""challenging terrain"", ""low route confidence"", ""wheel-clearance issues"", ""low battery level"", ""communication delay"", ""wheel temperature concerns"", ""slope"", ""traction"", ""obstacle"", ""wheel-damage""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,False,4.0,6.0,9.118,1990.0,"The scenario presents multiple high-risk factors including challenging terrain, low battery level, communication delays, and wheel temperature concerns. The combination of these hazards significantly increases the risk to the rover's mobility and mission success. While the science objective is important, the current conditions necessitate a cautious approach. Pausing the mission allows for a detailed terrain analysis and reassessment of the route, ensuring the rover's safety and preserving its operational capabilities. This action also provides an opportunity to address energy conservation and communication strategies, mitigating the identified risks.",0.85
MR-100,1,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""confined turning space"", ""wheel damage risk"", ""steep slope""]","[""steep terrain"", ""communication delay"", ""battery constraints"", ""terrain slope"", ""moderate battery level"", ""elevated wheel temperature"", ""rocky terrain"", ""limited maneuvering space"", ""potential wheel damage""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,False,4.0,5.0,8.372,1858.0,"The scenario presents multiple high-risk factors, including steep and rocky terrain, significant communication delays, moderate battery levels, and elevated wheel temperatures. While the mission planner and terrain agent suggest proceeding with caution, the combination of these hazards increases the risk of potential immobilization or damage to the rover. Given the high-risk level and the importance of preserving the rover's operational integrity, it is prudent to pause the mission to reassess the situation and potentially request human review. This approach minimizes the risk of an autonomous mistake that could jeopardize the mission.",0.85
MR-002,2,multi_agent_orchestration,gpt-4o,reroute,pause,False,"[""loose sand"", ""steep slope"", ""wheel overheating""]","[""elevated wheel slip"", ""rising actuator temperature"", ""low battery level"", ""high terrain slope"", ""increased wheel temperature"", ""loose sand""]",0.333,0.167,0.333,0.222,0.167,0.333,0.222,5.0,2.0,0.333,False,3.0,2.0,11.005,1946.0,"The rover is currently facing multiple hazards including elevated wheel slip, rising actuator temperature, low battery level, and challenging terrain with a high slope. These factors collectively increase the risk of mechanical failure and mission compromise. The safest course of action is to pause the rover's movement to allow the actuators to cool down and conduct a diagnostic check on the wheel systems. This will help assess the cause of the slip and prevent further damage. Additionally, the low battery level necessitates finding a location with optimal solar exposure for recharging. Given the high risk level and the need for careful monitoring, pausing operations is the most prudent decision to ensure the rover's safety and mission success.",0.85
MR-004,2,multi_agent_orchestration,gpt-4o,request_human_review,reroute,False,"[""sharp rocks"", ""wheel damage risk"", ""long communication delay""]","[""wheel-clearance warnings"", ""potentially uneven terrain"", ""moderate terrain slope"", ""elevated wheel temperature"", ""sharp embedded rocks"", ""narrow passable channels""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,False,4.0,2.0,10.128,1934.0,"The scenario presents multiple hazards including wheel-clearance warnings, sharp embedded rocks, and narrow channels, which are compounded by a moderate terrain slope and elevated wheel temperature. While the mission planner and risk agent suggest proceeding with caution, the terrain agent highlights a high risk due to the challenging terrain. To ensure the safety of the rover while still aiming to achieve the science objective, rerouting to avoid the most hazardous areas is recommended. This approach balances the need to minimize risk with the mission's scientific goals, while also considering the current battery level and communication delay.",0.85
MR-008,2,multi_agent_orchestration,gpt-4o,request_human_review,pause,False,"[""steep slope"", ""shadowed rocks"", ""wheel overheating"", ""uncertain exit route"", ""long communication delay""]","[""low terrain model confidence"", ""communication delay"", ""steep terrain slope"", ""moderate battery level"", ""shadowed rocks"", ""narrow gully entrance"", ""uncertain exit route""]",0.6,0.286,0.4,0.333,0.429,0.6,0.5,4.0,2.0,0.6,False,3.0,1.0,9.22,1876.0,"The scenario presents multiple high-risk factors including low terrain model confidence, significant communication delays, steep terrain slope, and uncertain exit routes. While the mission has high scientific value, the combination of these hazards increases the risk to the rover's safety and mission success. The risk agent and terrain agent both highlight the high risk level, suggesting a pause until more accurate terrain data is available and conditions improve. This approach minimizes potential damage and ensures the rover's safety, while allowing time to gather additional data and plan a safer route.",0.85
MR-032,2,multi_agent_orchestration,gpt-4o,reroute,proceed,False,"[""loose sand"", ""steep slope""]","[""intermittent slip spikes"", ""potential unstable terrain"", ""intermittent wheel slip"", ""moderate terrain slope"", ""elevated wheel temperature"", ""low battery level"", ""communication delay"", ""loose sand"", ""visible slip streaks""]",0.5,0.111,0.5,0.182,0.111,0.5,0.182,8.0,1.0,0.5,False,3.0,5.0,14.432,1972.0,"All specialist agents agree on the presence of intermittent slip spikes and moderate terrain slope as primary hazards. The mission planner and terrain agent suggest proceeding with caution, utilizing traction control and reducing speed to manage slip and wheel temperature. The risk agent emphasizes careful energy management due to the battery level and communication delay. Given the medium risk level and the importance of the science objective, proceeding with caution while monitoring conditions closely is the safest action that preserves mission value.",0.85
MR-033,2,multi_agent_orchestration,gpt-4o,reroute,proceed,False,"[""sand ripples"", ""moderate slope""]","[""potential slippage"", ""degrading lighting conditions"", ""moderate terrain slope"", ""elevated wheel temperature"", ""communication delay"", ""rippled drift field"", ""potential for reduced traction""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,False,3.0,4.0,9.76,1909.0,"The mission planner, risk, and terrain agents all identify medium risk levels, with overlapping concerns about terrain and environmental conditions. The mission planner suggests proceeding with a safer path that offers improved traction, which aligns with the terrain agent's recommendation to avoid the rippled drift field by using the bedrock shoulder. The risk agent highlights the need to monitor wheel temperature and communication delays, but these are manageable with current protocols. Given the high-priority science objective and the rover's adequate battery level, proceeding with caution on the safer path is the best course of action. Continuous monitoring of wheel temperature and communication status will mitigate potential risks.",0.85
MR-034,2,multi_agent_orchestration,gpt-4o,reroute,proceed,False,"[""traction loss risk"", ""embedded rocks""]","[""increased terrain risk"", ""communication delay"", ""increased terrain slope"", ""elevated wheel temperature"", ""soft regolith"", ""embedded rocks""]",0.5,0.167,0.5,0.25,0.167,0.5,0.25,5.0,1.0,0.5,False,4.0,1.0,9.593,1910.0,"All specialist agents agree on proceeding with caution, highlighting the need to monitor wheel currents, temperatures, and terrain conditions closely. The terrain presents moderate risks due to slope, soft regolith, and embedded rocks, but these can be managed with careful navigation and monitoring. The communication delay is a concern but is manageable with pre-planned autonomous operations. Battery levels are sufficient for the current mission objectives, and radiation levels are safe. Given the medium risk level and the importance of the science objective, proceeding with caution is the best course of action.",0.85
MR-037,2,multi_agent_orchestration,gpt-4o,reroute,proceed,False,"[""dust-covered ground"", ""unstable edge""]","[""uneven terrain"", ""loose soil"", ""terrain slope"", ""elevated wheel temperature"", ""slope hazard"", ""traction hazard"", ""wheel-damage hazard""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,False,1.0,6.0,9.711,1861.0,"All specialist agents agree on proceeding with the mission using the identified safer path, which offers improved traction and reduces the risk of getting stuck. The risk level is consistently assessed as medium across all agents, with the main concerns being the terrain slope, traction, and wheel temperature. The battery level is sufficient for the operation, and the communication delay is manageable with autonomous systems in place. Continuous monitoring of wheel temperature and battery levels is advised to ensure safety. The scientific objective of accessing sulfate-bearing rocks is of high value, justifying the decision to proceed.",0.85
MR-041,2,multi_agent_orchestration,gpt-4o,reroute,proceed,False,"[""soft shoulder"", ""cross-slope hazard""]","[""uneven terrain"", ""potential dust accumulation"", ""moderate terrain slope"", ""communication delay"", ""battery level monitoring"", ""slope"", ""longer path"", ""potential for wheel wear due to extended travel""]",0.5,0.0,0.0,0.0,0.125,0.5,0.2,7.0,1.0,0.5,False,3.0,4.0,8.814,1931.0,"All specialist agents agree on proceeding with the longer but safer path due to its improved traction, which is crucial for the rover's stability and successful arm deployment near the layered outcrop. The medium risk level is primarily due to the moderate terrain slope, communication delay, and the need for battery level monitoring. The battery level is currently at 54%, which is adequate for the mission, but should be monitored closely. The communication delay of 12 minutes is manageable with the rover's autonomous systems. The terrain is compact, offering good traction, and the wheel temperature is within operational limits. Proceeding with caution and monitoring key parameters will ensure mission success while maintaining safety.",0.85
