scenario_id,architecture_type,runs,expected_action,modal_recommended_action,decision_accuracy,mean_exact_hazard_f1,mean_semantic_hazard_f1,mean_hazard_false_positive_count,mean_hazard_false_negative_count,mean_canonical_hazard_coverage,mean_plausible_noncanonical_hazard_count,mean_spurious_hazard_count,mean_latency_seconds,mean_token_usage,mean_confidence_score
MR-013,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,9.814,1749.2,0.926
MR-014,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.2,1.0,0.0,2.0,2.2,7.572,1651.2,0.92
MR-015,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.6,1.0,0.0,2.4,2.2,8.672,1715.8,0.932
MR-016,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.8,1.0,0.0,0.8,2.0,7.416,1742.6,0.916
MR-017,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.2,1.0,0.0,1.2,3.0,9.814,1715.0,0.912
MR-018,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.8,1.0,0.0,1.0,2.8,10.543,1804.6,0.88
MR-019,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.6,1.0,0.0,1.0,3.6,9.284,1801.6,0.882
MR-020,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.2,1.0,0.0,2.2,2.0,7.888,1693.8,0.92
MR-021,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.0,1.0,0.0,2.6,2.4,8.114,1710.0,0.926
MR-022,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,2.8,1.0,0.0,0.0,2.8,8.377,1690.8,0.92
MR-023,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.0,1.0,0.0,2.0,3.0,7.549,1687.0,0.88
MR-024,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.4,1.0,0.0,2.2,2.2,7.789,1765.6,0.88
MR-025,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,12.621,1752.2,0.92
MR-026,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.6,1.0,0.0,2.0,2.6,8.363,1648.6,0.92
MR-027,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.2,1.0,0.0,2.8,2.4,8.6,1772.2,0.92
MR-028,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.8,1.0,0.0,0.4,3.4,7.885,1744.2,0.92
MR-029,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.4,1.0,0.0,1.0,2.4,9.021,1666.4,0.912
MR-030,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.4,1.0,0.0,1.4,2.0,9.072,1763.2,0.88
MR-031,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,9.705,1797.2,0.862
MR-032,multi_agent_orchestration,5,reroute,proceed,0.2,0.036,0.036,8.6,1.8,0.1,1.4,7.2,12.016,1940.2,0.85
MR-033,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,6.6,2.0,0.0,2.0,4.6,9.855,1914.4,0.85
MR-034,multi_agent_orchestration,5,reroute,reroute,0.6,0.144,0.233,5.6,1.0,0.5,3.6,2.0,8.909,1832.6,0.85
MR-035,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.272,4.4,1.0,0.5,1.0,3.4,9.281,1853.0,0.85
MR-036,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.4,3.0,0.0,2.2,4.2,10.506,1830.0,0.85
MR-037,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,7.0,2.0,0.0,1.0,6.0,9.14,1838.0,0.85
MR-038,multi_agent_orchestration,5,reroute,reroute,1.0,0.228,0.228,5.8,1.0,0.5,5.0,0.8,10.991,1956.4,0.85
MR-039,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,4.8,2.0,0.0,1.6,3.2,9.812,1904.4,0.85
MR-040,multi_agent_orchestration,5,reroute,proceed,0.4,0.0,0.24,5.4,1.0,0.5,1.0,4.4,8.752,1788.8,0.85
MR-041,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.179,6.0,1.2,0.4,2.6,3.4,9.968,1846.4,0.85
MR-042,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.4,3.0,0.0,4.2,2.2,8.157,1815.0,0.85
MR-043,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.2,2.0,0.0,1.0,5.2,8.867,1869.6,0.85
MR-044,multi_agent_orchestration,5,reroute,reroute,0.6,0.196,0.196,7.2,1.0,0.5,2.2,5.0,9.344,1896.0,0.85
MR-045,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,6.4,2.0,0.0,2.0,4.4,10.085,1864.4,0.85
MR-046,multi_agent_orchestration,5,reroute,reroute,0.6,0.044,0.218,6.2,1.0,0.5,3.4,2.8,9.325,1896.2,0.85
MR-047,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.413,4.0,0.4,0.8,1.6,2.4,9.26,1754.4,0.85
MR-048,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,5.2,3.0,0.0,2.4,2.8,8.628,1824.4,0.85
MR-049,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,7.8,2.0,0.0,1.2,6.6,8.611,1818.8,0.85
MR-050,multi_agent_orchestration,5,reroute,reroute,1.0,0.435,0.435,5.2,0.0,1.0,4.6,0.6,9.238,1908.8,0.85
MR-051,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,5.6,2.0,0.0,1.8,3.8,9.595,1943.2,0.85
MR-052,multi_agent_orchestration,5,reroute,pause,0.4,0.0,0.123,5.8,1.4,0.3,1.2,4.6,9.68,1794.2,0.85
MR-053,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.178,6.0,1.2,0.4,3.0,3.0,8.546,1797.6,0.85
MR-054,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.113,6.8,2.4,0.2,3.8,3.0,8.356,1817.8,0.85
MR-055,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.48,2.2,0.0,1.0,0.4,1.8,8.046,1809.8,0.89
MR-056,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.031,9.6,1.8,0.1,3.4,6.2,9.605,1862.2,0.85
MR-057,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.2,1.0,0.0,1.0,4.2,8.674,1758.0,0.858
MR-058,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.4,1.0,0.0,3.0,2.4,9.853,1903.8,0.85
MR-059,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.2,2.0,0.0,2.0,2.2,10.248,1709.4,0.85
MR-060,multi_agent_orchestration,5,pause,pause,1.0,0.113,0.187,7.2,1.0,0.5,2.4,4.8,9.258,1882.0,0.85
MR-061,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.266,4.2,0.2,0.8,1.2,3.0,8.678,1752.2,0.85
MR-062,multi_agent_orchestration,5,pause,pause,1.0,0.133,0.413,3.4,0.6,0.7,1.2,2.2,10.949,1779.0,0.85
MR-063,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.8,1.0,0.0,2.0,2.8,8.57,1811.2,0.93
MR-064,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,7.8,1.0,0.0,1.8,6.0,27.464,1975.6,0.85
MR-065,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.6,2.0,0.0,1.0,4.6,9.628,1816.0,0.854
MR-066,multi_agent_orchestration,5,pause,pause,1.0,0.044,0.102,5.0,1.6,0.2,3.0,2.0,8.933,1833.8,0.85
MR-067,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.44,2.6,0.0,1.0,0.2,2.4,10.499,1693.8,0.856
MR-068,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,7.2,2.0,0.0,2.0,5.2,8.421,1802.2,0.85
MR-069,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.0,1.0,0.0,1.8,3.2,9.462,1787.8,0.85
MR-070,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.2,1.0,0.0,2.8,1.4,11.633,1762.2,0.85
MR-071,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.0,2.0,0.0,1.2,2.8,9.354,1755.8,0.85
MR-072,multi_agent_orchestration,5,pause,pause,1.0,0.04,0.04,8.4,1.8,0.1,3.0,5.4,11.185,1909.0,0.85
MR-073,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.316,4.4,0.0,1.0,1.6,2.8,9.62,1826.4,0.85
MR-074,multi_agent_orchestration,5,pause,pause,1.0,0.107,0.207,4.6,1.2,0.4,2.0,2.6,10.297,1884.0,0.85
MR-075,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,3.4,1.0,0.0,1.2,2.2,11.658,1706.6,0.862
MR-076,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,8.0,1.0,0.0,2.4,5.6,9.948,1823.4,0.85
MR-077,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.2,2.0,0.0,1.0,4.2,9.356,1884.4,0.858
MR-078,multi_agent_orchestration,5,request_human_review,pause,0.0,0.162,0.323,7.4,1.0,0.667,5.4,2.0,11.143,1988.0,0.85
MR-079,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.254,0.254,6.4,1.6,0.467,2.0,4.4,11.17,2031.6,0.85
MR-080,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.0,7.8,3.0,0.0,2.6,5.2,10.042,2043.0,0.85
MR-081,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.149,0.338,5.8,1.2,0.6,2.0,3.8,15.297,2035.2,0.85
MR-082,multi_agent_orchestration,5,request_human_review,pause,0.2,0.0,0.0,8.2,3.0,0.0,6.0,2.2,10.788,2019.6,0.85
MR-083,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.0,0.187,6.8,2.0,0.333,2.2,4.6,10.777,1927.0,0.85
MR-084,multi_agent_orchestration,5,request_human_review,pause,0.0,0.036,0.249,7.0,1.6,0.467,4.0,3.0,10.558,1951.4,0.85
MR-085,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.153,0.153,6.6,2.2,0.266,3.4,3.2,11.68,2061.6,0.85
MR-086,multi_agent_orchestration,5,request_human_review,reroute,0.2,0.0,0.0,10.0,3.0,0.0,3.8,6.2,10.558,1974.2,0.85
MR-087,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.17,0.339,6.8,1.0,0.667,1.0,5.8,15.969,2006.8,0.85
MR-088,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.033,8.4,2.8,0.067,3.6,4.8,10.931,1958.6,0.85
MR-089,multi_agent_orchestration,5,request_human_review,request_human_review,0.8,0.0,0.18,7.2,2.0,0.333,3.4,3.8,11.696,2066.6,0.83
MR-090,multi_agent_orchestration,5,request_human_review,pause,0.0,0.167,0.333,7.0,1.0,0.667,5.2,1.8,11.403,2089.8,0.85
MR-091,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.246,0.246,8.4,1.4,0.533,2.0,6.4,11.106,2057.8,0.85
MR-092,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.0,7.8,3.0,0.0,2.8,5.0,11.71,2027.2,0.85
MR-093,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.113,0.365,6.0,1.0,0.667,2.0,4.0,14.913,2019.8,0.85
MR-094,multi_agent_orchestration,5,request_human_review,pause,0.2,0.0,0.029,7.8,2.8,0.067,5.2,2.6,11.445,1983.4,0.85
MR-095,multi_agent_orchestration,5,request_human_review,pause,0.2,0.0,0.186,7.0,2.0,0.333,2.2,4.8,14.566,1936.8,0.85
MR-096,multi_agent_orchestration,5,request_human_review,pause,0.0,0.162,0.324,7.4,1.0,0.667,5.6,1.8,10.417,1933.4,0.85
MR-097,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.193,0.193,6.4,2.0,0.333,3.6,2.8,12.32,2075.4,0.85
MR-098,multi_agent_orchestration,5,request_human_review,reroute,0.2,0.0,0.0,9.8,3.0,0.0,3.8,6.0,11.541,1947.8,0.85
MR-099,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.191,0.381,5.6,1.0,0.667,1.0,4.6,13.671,1939.0,0.85
MR-100,multi_agent_orchestration,5,request_human_review,pause,0.0,0.0,0.0,9.6,3.0,0.0,4.4,5.2,10.224,1938.2,0.85
