scenario_id,architecture_type,runs,expected_action,modal_recommended_action,decision_accuracy,mean_exact_hazard_f1,mean_semantic_hazard_f1,mean_hazard_false_positive_count,mean_hazard_false_negative_count,mean_canonical_hazard_coverage,mean_plausible_noncanonical_hazard_count,mean_spurious_hazard_count,mean_latency_seconds,mean_token_usage,mean_confidence_score
MR-009,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.8,1.0,0.0,2.4,1.4,25.708,2576.0,0.92
MR-009,single_agent,5,proceed,proceed,1.0,0.0,0.0,3.2,1.0,0.0,2.0,1.2,4.499,482.0,0.93
MR-010,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.6,1.0,0.0,1.6,2.0,27.438,2621.2,0.918
MR-010,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,4.65,479.4,0.928
MR-011,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.0,1.0,0.0,3.2,1.8,29.936,2775.4,0.908
MR-011,single_agent,5,proceed,proceed,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,4.242,472.8,0.93
MR-012,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,6.0,1.0,0.0,4.6,1.4,27.809,2753.2,0.904
MR-012,single_agent,5,proceed,proceed,1.0,0.0,0.0,3.2,1.0,0.0,2.8,0.4,4.462,484.6,0.934
MR-013,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.08,5.4,0.8,0.2,3.4,2.0,32.584,2917.6,0.89
MR-013,single_agent,5,proceed,proceed,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,4.516,475.0,0.928
MR-014,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.2,1.0,0.0,3.0,2.2,37.856,3005.6,0.884
MR-014,single_agent,5,proceed,proceed,1.0,0.0,0.0,1.8,1.0,0.0,1.0,0.8,6.69,485.2,0.93
MR-015,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.0,1.0,0.0,2.4,1.6,27.171,2670.0,0.918
MR-015,single_agent,5,proceed,proceed,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,4.705,491.4,0.932
MR-016,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.8,1.0,0.0,2.0,1.8,27.72,2627.8,0.92
MR-016,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,4.407,464.8,0.928
MR-017,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.4,1.0,0.0,3.4,2.0,28.827,2742.6,0.896
MR-017,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.8,1.0,0.0,1.0,1.8,4.468,487.6,0.924
MR-018,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.8,1.0,0.0,4.4,1.4,31.525,2867.4,0.882
MR-018,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.6,1.0,0.0,1.4,1.2,5.215,497.4,0.918
MR-019,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.2,1.0,0.0,2.4,1.8,34.525,2855.8,0.9
MR-019,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.8,1.0,0.0,1.0,1.8,4.473,467.0,0.936
MR-020,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,6.2,1.0,0.0,3.6,2.6,32.214,2872.2,0.904
MR-020,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.6,1.0,0.0,1.8,0.8,4.396,486.0,0.934
MR-021,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,3.8,1.0,0.0,2.2,1.6,28.318,2643.4,0.914
MR-021,single_agent,5,proceed,proceed,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,5.067,478.8,0.928
MR-022,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.2,1.0,0.0,2.2,3.0,30.177,2805.4,0.9
MR-022,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,5.05,505.4,0.924
MR-023,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.6,1.0,0.0,3.8,1.8,32.701,2869.4,0.884
MR-023,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.6,1.0,0.0,1.4,1.2,7.389,494.0,0.918
MR-024,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.4,1.0,0.0,4.0,1.4,29.637,2711.6,0.912
MR-024,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.8,1.0,0.0,2.0,0.8,4.333,477.4,0.936
MR-025,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.8,1.0,0.0,3.4,1.4,29.829,2765.2,0.91
MR-025,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.8,1.0,0.0,1.0,1.8,4.741,463.0,0.938
MR-026,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.8,1.0,0.0,3.4,2.4,33.792,3038.4,0.882
MR-026,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.8,1.0,0.0,2.0,0.8,5.135,492.8,0.918
MR-027,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.8,1.0,0.0,3.2,1.6,27.179,2714.6,0.908
MR-027,single_agent,5,proceed,proceed,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,5.596,505.2,0.934
MR-028,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.8,1.0,0.0,2.2,2.6,29.182,2773.6,0.898
MR-028,single_agent,5,proceed,proceed,1.0,0.0,0.0,3.0,1.0,0.0,1.2,1.8,4.886,502.0,0.93
MR-029,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,4.0,1.0,0.0,2.8,1.2,26.668,2688.2,0.912
MR-029,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.6,1.0,0.0,1.0,1.6,4.843,475.6,0.928
MR-030,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.0,5.2,1.0,0.0,3.6,1.6,30.2,2805.4,0.898
MR-030,single_agent,5,proceed,proceed,1.0,0.0,0.0,3.0,1.0,0.0,1.8,1.2,4.523,488.2,0.928
MR-031,multi_agent_orchestration,5,proceed,proceed,1.0,0.0,0.167,3.8,0.6,0.4,2.8,1.0,33.425,2921.2,0.9
MR-031,single_agent,5,proceed,proceed,1.0,0.0,0.0,2.4,1.0,0.0,1.0,1.4,4.341,475.4,0.934
MR-032,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.21,6.6,1.0,0.5,2.6,4.0,37.327,3310.6,0.858
MR-032,single_agent,5,reroute,reroute,1.0,0.0,0.295,3.8,1.0,0.5,3.0,0.8,6.227,540.8,0.86
MR-033,multi_agent_orchestration,5,reroute,proceed,0.4,0.0,0.0,7.0,2.0,0.0,4.2,2.8,36.211,3221.4,0.832
MR-033,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.0,2.0,0.0,2.4,1.6,5.791,549.4,0.86
MR-034,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.178,6.2,1.2,0.4,4.6,1.6,34.226,3232.6,0.84
MR-034,single_agent,5,reroute,reroute,1.0,0.133,0.333,3.0,1.0,0.5,2.0,1.0,5.662,532.8,0.836
MR-035,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.257,4.8,1.0,0.5,2.6,2.2,34.968,3120.6,0.854
MR-035,single_agent,5,reroute,reroute,1.0,0.0,0.337,3.0,1.0,0.5,1.4,1.6,5.638,533.8,0.864
MR-036,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.4,3.0,0.0,3.6,2.8,35.09,3208.8,0.86
MR-036,single_agent,5,reroute,reroute,1.0,0.0,0.0,5.0,3.0,0.0,3.0,2.0,5.578,530.8,0.864
MR-037,multi_agent_orchestration,5,reroute,proceed,0.4,0.0,0.0,7.2,2.0,0.0,4.0,3.2,37.813,3238.4,0.836
MR-037,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.2,2.0,0.0,3.0,1.2,6.588,544.8,0.856
MR-038,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.229,5.8,1.0,0.5,4.6,1.2,35.174,3226.4,0.844
MR-038,single_agent,5,reroute,reroute,1.0,0.0,0.305,3.6,1.0,0.5,2.8,0.8,7.267,566.8,0.858
MR-039,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,7.0,2.0,0.0,3.2,3.8,36.317,3288.8,0.86
MR-039,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.4,2.0,0.0,2.8,1.6,5.911,561.4,0.862
MR-040,multi_agent_orchestration,5,reroute,reroute,0.8,0.0,0.183,6.0,1.2,0.4,3.2,2.8,38.042,3324.8,0.852
MR-040,single_agent,5,reroute,reroute,1.0,0.286,0.286,4.0,1.0,0.5,2.0,2.0,5.686,544.0,0.82
MR-041,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.6,2.0,0.0,4.6,2.0,37.314,3219.6,0.834
MR-041,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.8,2.0,0.0,2.8,2.0,5.672,535.2,0.868
MR-042,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,7.4,3.0,0.0,5.4,2.0,31.466,3095.0,0.844
MR-042,single_agent,5,reroute,reroute,1.0,0.0,0.0,3.8,3.0,0.0,3.0,0.8,5.557,535.6,0.872
MR-043,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.4,2.0,0.0,3.2,3.2,34.754,3237.6,0.842
MR-043,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.8,2.0,0.0,3.6,1.2,6.229,549.2,0.86
MR-044,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.239,5.4,1.0,0.5,3.0,2.4,37.051,3196.4,0.856
MR-044,single_agent,5,reroute,reroute,1.0,0.0,0.286,4.0,1.0,0.5,2.8,1.2,7.065,567.8,0.852
MR-045,multi_agent_orchestration,5,reroute,reroute,0.8,0.0,0.05,6.4,1.8,0.1,3.6,2.8,38.804,3346.6,0.828
MR-045,single_agent,5,reroute,reroute,1.0,0.0,0.0,3.8,2.0,0.0,2.0,1.8,5.887,549.4,0.868
MR-046,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.222,6.0,1.0,0.5,4.4,1.6,34.503,3243.6,0.842
MR-046,single_agent,5,reroute,reroute,1.0,0.124,0.314,3.4,1.0,0.5,2.6,0.8,5.812,548.6,0.824
MR-047,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.234,5.6,1.0,0.5,2.8,2.8,35.947,3214.4,0.854
MR-047,single_agent,5,reroute,reroute,1.0,0.0,0.346,2.8,1.0,0.5,1.6,1.2,5.244,544.0,0.864
MR-048,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.6,3.0,0.0,3.8,2.8,34.255,3147.8,0.852
MR-048,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.4,3.0,0.0,3.0,1.4,4.805,501.8,0.862
MR-049,multi_agent_orchestration,5,reroute,proceed,0.0,0.0,0.0,6.8,2.0,0.0,4.0,2.8,38.024,3213.4,0.824
MR-049,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.2,2.0,0.0,3.2,1.0,6.065,551.0,0.852
MR-050,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.223,6.0,1.0,0.5,4.4,1.6,34.003,3101.4,0.848
MR-050,single_agent,5,reroute,reroute,1.0,0.0,0.295,3.8,1.0,0.5,3.2,0.6,6.151,564.4,0.86
MR-051,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.4,2.0,0.0,3.0,3.4,34.977,3146.0,0.856
MR-051,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,6.032,542.2,0.866
MR-052,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.2,5.2,1.2,0.4,3.0,2.2,39.061,3267.0,0.85
MR-052,single_agent,5,reroute,reroute,1.0,0.286,0.286,4.0,1.0,0.5,2.8,1.2,5.803,551.0,0.824
MR-053,multi_agent_orchestration,5,reroute,reroute,0.8,0.0,0.0,6.2,2.0,0.0,4.0,2.2,38.297,3273.2,0.832
MR-053,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.4,2.0,0.0,2.8,1.6,5.871,537.0,0.862
MR-054,multi_agent_orchestration,5,reroute,reroute,1.0,0.0,0.0,6.8,3.0,0.0,4.6,2.2,33.852,3220.6,0.846
MR-054,single_agent,5,reroute,reroute,1.0,0.0,0.0,4.4,3.0,0.0,3.2,1.2,4.929,524.4,0.862
MR-055,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.36,3.6,0.0,1.0,2.2,1.4,33.258,2998.8,0.902
MR-055,single_agent,5,pause,pause,1.0,0.0,0.6,1.4,0.0,1.0,1.0,0.4,6.393,567.6,0.866
MR-056,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.133,6.2,1.4,0.3,3.6,2.6,35.75,3186.2,0.846
MR-056,single_agent,5,pause,pause,1.0,0.0,0.08,3.0,1.8,0.1,2.0,1.0,5.533,529.6,0.874
MR-057,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.2,1.0,0.0,2.6,2.6,33.299,3067.8,0.886
MR-057,single_agent,5,pause,pause,1.0,0.0,0.0,3.2,1.0,0.0,1.0,2.2,5.244,510.8,0.922
MR-058,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,6.0,1.0,0.0,4.4,1.6,38.337,3313.8,0.864
MR-058,single_agent,5,pause,pause,1.0,0.0,0.0,3.6,1.0,0.0,2.4,1.2,5.085,523.6,0.914
MR-059,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.6,2.0,0.0,2.4,3.2,33.909,3011.8,0.872
MR-059,single_agent,5,pause,pause,1.0,0.0,0.0,3.2,2.0,0.0,1.6,1.6,7.119,575.8,0.836
MR-060,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.044,6.8,1.8,0.1,3.4,3.4,35.431,3194.4,0.854
MR-060,single_agent,5,pause,pause,1.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,5.352,524.2,0.874
MR-061,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.0,1.0,0.0,1.6,3.4,34.154,3145.8,0.89
MR-061,single_agent,5,pause,pause,1.0,0.0,0.0,3.0,1.0,0.0,1.2,1.8,4.571,488.6,0.934
MR-062,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.1,4.8,1.6,0.2,3.0,1.8,34.384,3187.2,0.858
MR-062,single_agent,5,pause,pause,1.0,0.0,0.16,2.2,1.6,0.2,2.2,0.0,4.691,502.0,0.912
MR-063,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,6.0,1.0,0.0,4.0,2.0,31.889,3041.4,0.892
MR-063,single_agent,5,pause,pause,1.0,0.0,0.0,2.6,1.0,0.0,2.0,0.6,6.065,555.2,0.874
MR-064,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,7.0,1.0,0.0,3.6,3.4,34.627,3225.2,0.85
MR-064,single_agent,5,pause,pause,1.0,0.0,0.0,4.4,1.0,0.0,1.4,3.0,5.392,529.4,0.886
MR-065,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,6.0,2.0,0.0,2.6,3.4,32.402,3068.6,0.89
MR-065,single_agent,5,pause,pause,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,5.197,509.0,0.928
MR-066,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,6.0,2.0,0.0,4.0,2.0,36.789,3312.4,0.874
MR-066,single_agent,5,pause,pause,1.0,0.0,0.0,3.6,2.0,0.0,2.2,1.4,4.627,515.2,0.9
MR-067,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.2,1.0,0.0,2.6,1.6,34.78,2968.6,0.88
MR-067,single_agent,5,pause,pause,1.0,0.0,0.16,3.2,0.6,0.4,1.4,1.8,6.758,554.6,0.852
MR-068,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.089,6.4,1.6,0.2,3.6,2.8,36.348,3149.8,0.846
MR-068,single_agent,5,pause,pause,1.0,0.0,0.067,3.6,1.8,0.1,1.4,2.2,5.554,520.2,0.862
MR-069,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.2,1.0,0.0,2.4,2.8,33.985,2951.6,0.88
MR-069,single_agent,5,pause,pause,1.0,0.0,0.0,2.6,1.0,0.0,1.4,1.2,7.066,502.8,0.92
MR-070,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,6.2,1.0,0.0,3.2,3.0,35.001,3240.8,0.862
MR-070,single_agent,5,pause,pause,1.0,0.0,0.0,2.6,1.0,0.0,1.8,0.8,4.834,509.8,0.912
MR-071,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,6.6,2.0,0.0,4.0,2.6,35.147,3144.2,0.896
MR-071,single_agent,5,pause,pause,1.0,0.0,0.0,2.8,2.0,0.0,2.0,0.8,6.84,581.0,0.864
MR-072,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,7.0,2.0,0.0,3.8,3.2,36.697,3195.8,0.858
MR-072,single_agent,5,pause,pause,1.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,5.795,521.8,0.872
MR-073,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.314,4.4,0.0,1.0,2.2,2.2,32.288,3022.2,0.886
MR-073,single_agent,5,pause,pause,1.0,0.0,0.3,2.4,0.4,0.6,1.0,1.4,4.846,505.8,0.93
MR-074,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,6.2,2.0,0.0,4.4,1.8,36.254,3223.8,0.88
MR-074,single_agent,5,pause,pause,1.0,0.0,0.067,3.4,1.8,0.1,2.0,1.4,6.018,543.6,0.898
MR-075,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,4.6,1.0,0.0,2.8,1.8,34.239,2990.8,0.878
MR-075,single_agent,5,pause,pause,1.0,0.0,0.0,3.2,1.0,0.0,1.6,1.6,5.889,548.4,0.86
MR-076,multi_agent_orchestration,5,pause,pause,0.8,0.0,0.0,6.6,1.0,0.0,4.0,2.6,40.668,3277.6,0.834
MR-076,single_agent,5,pause,pause,1.0,0.0,0.0,3.4,1.0,0.0,1.6,1.8,5.784,518.8,0.868
MR-077,multi_agent_orchestration,5,pause,pause,1.0,0.0,0.0,5.6,2.0,0.0,2.6,3.0,32.38,3034.0,0.882
MR-077,single_agent,5,pause,pause,1.0,0.0,0.0,2.8,2.0,0.0,1.0,1.8,4.962,492.2,0.918
MR-078,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.165,8.2,2.0,0.333,5.2,3.0,40.812,3512.8,0.88
MR-078,single_agent,5,request_human_review,request_human_review,0.6,0.113,0.193,6.4,2.0,0.333,4.4,2.0,8.291,639.6,0.86
MR-079,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,8.4,3.0,0.0,4.6,3.8,43.526,3458.2,0.85
MR-079,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,5.4,3.0,0.0,3.2,2.2,5.651,563.6,0.88
MR-080,multi_agent_orchestration,5,request_human_review,reroute,0.2,0.0,0.0,7.6,3.0,0.0,4.8,2.8,43.857,3596.0,0.836
MR-080,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,6.4,3.0,0.0,4.4,2.0,7.651,613.8,0.828
MR-081,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.193,6.4,2.0,0.333,3.0,3.4,40.933,3507.4,0.816
MR-081,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.25,4.0,2.0,0.333,2.6,1.4,7.431,618.0,0.824
MR-082,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,7.0,3.0,0.0,5.8,1.2,40.119,3429.6,0.88
MR-082,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,5.8,3.0,0.0,5.4,0.4,9.584,697.2,0.874
MR-083,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,7.6,3.0,0.0,3.4,4.2,41.321,3450.4,0.79
MR-083,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,4.4,3.0,0.0,2.0,2.4,5.93,580.6,0.868
MR-084,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.183,7.0,2.0,0.333,5.2,1.8,45.96,3538.4,0.838
MR-084,single_agent,5,request_human_review,request_human_review,1.0,0.124,0.204,5.8,2.0,0.333,4.4,1.4,9.649,674.0,0.844
MR-085,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,8.0,3.0,0.0,4.2,3.8,39.645,3502.4,0.862
MR-085,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,6.0,3.0,0.0,4.0,2.0,6.627,582.0,0.878
MR-086,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,8.0,3.0,0.0,5.0,3.0,39.964,3531.0,0.882
MR-086,single_agent,5,request_human_review,request_human_review,0.8,0.0,0.0,6.2,3.0,0.0,4.6,1.6,8.862,658.6,0.86
MR-087,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.179,7.2,2.0,0.333,3.4,3.8,39.77,3491.0,0.84
MR-087,single_agent,5,request_human_review,request_human_review,1.0,0.192,0.249,4.2,2.0,0.333,2.0,2.2,7.028,596.0,0.864
MR-088,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.036,7.0,2.8,0.067,4.4,2.6,38.749,3369.4,0.832
MR-088,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,6.0,3.0,0.0,5.0,1.0,6.833,609.2,0.832
MR-089,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,7.2,3.0,0.0,3.8,3.4,39.257,3515.0,0.788
MR-089,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,4.8,3.0,0.0,4.0,0.8,8.0,641.2,0.864
MR-090,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.165,8.2,2.0,0.333,5.0,3.2,39.853,3514.4,0.872
MR-090,single_agent,5,request_human_review,request_human_review,0.6,0.07,0.183,7.0,2.0,0.333,4.6,2.4,9.059,713.4,0.868
MR-091,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,8.2,3.0,0.0,4.0,4.2,37.225,3400.6,0.864
MR-091,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,5.8,3.0,0.0,3.6,2.2,5.902,565.0,0.892
MR-092,multi_agent_orchestration,5,request_human_review,request_human_review,0.8,0.0,0.0,9.0,3.0,0.0,5.4,3.6,43.223,3616.8,0.832
MR-092,single_agent,5,request_human_review,request_human_review,0.8,0.0,0.0,7.2,3.0,0.0,4.4,2.8,8.759,653.8,0.824
MR-093,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.201,6.0,2.0,0.333,3.0,3.0,41.341,3514.4,0.826
MR-093,single_agent,5,request_human_review,request_human_review,1.0,0.05,0.25,4.0,2.0,0.333,2.4,1.6,8.186,632.2,0.852
MR-094,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.044,6.8,2.8,0.067,5.4,1.4,37.89,3336.2,0.886
MR-094,single_agent,5,request_human_review,request_human_review,0.8,0.0,0.0,5.2,3.0,0.0,5.0,0.2,8.855,665.2,0.882
MR-095,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,8.6,3.0,0.0,4.0,4.6,40.042,3454.6,0.818
MR-095,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,4.4,3.0,0.0,2.2,2.2,6.613,587.6,0.86
MR-096,multi_agent_orchestration,5,request_human_review,request_human_review,0.6,0.0,0.18,7.2,2.0,0.333,5.2,2.0,41.533,3526.4,0.85
MR-096,single_agent,5,request_human_review,request_human_review,0.8,0.12,0.2,6.0,2.0,0.333,4.4,1.6,7.659,627.8,0.852
MR-097,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,8.8,3.0,0.0,4.6,4.2,40.612,3560.4,0.862
MR-097,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,5.8,3.0,0.0,4.0,1.8,6.683,589.6,0.882
MR-098,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,8.6,3.0,0.0,5.4,3.2,40.771,3502.4,0.88
MR-098,single_agent,5,request_human_review,request_human_review,0.8,0.0,0.0,5.6,3.0,0.0,4.2,1.4,8.602,674.8,0.868
MR-099,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.194,6.4,2.0,0.333,3.0,3.4,38.902,3337.4,0.832
MR-099,single_agent,5,request_human_review,request_human_review,1.0,0.15,0.257,3.8,2.0,0.333,1.8,2.0,6.632,601.4,0.852
MR-100,multi_agent_orchestration,5,request_human_review,request_human_review,1.0,0.0,0.0,8.2,3.0,0.0,5.2,3.0,39.196,3367.8,0.826
MR-100,single_agent,5,request_human_review,request_human_review,1.0,0.0,0.0,6.0,3.0,0.0,5.0,1.0,7.096,592.6,0.84
